,f_fixations,%_fixations,μ_t_fixations,σ_t_fixations,μ_vmax_fixations,σ_vmax_fixations,μ_v_fixations,f_pursuits,%_pursuits,μ_t_pursuits,σ_t_pursuits,μ_vmax_pursuits,σ_vmax_pursuits,μ_v_pursuits,f_saccades,%_saccades,μ_t_saccades,σ_t_saccades,μ_vmax_saccades,σ_vmax_saccades,μ_v_saccades,f_pso/glissades,%_pso/glissades,μ_t_pso/glissades,σ_t_pso/glissades,μ_vmax_pso/glissades,σ_vmax_pso/glissades,μ_v_pso/glissades,μ_openness,μ_diameter,bedford,bedford_enc,Subject,Mode
wrk\Subject_21_DVE_4_rmexp.csv,2.9991502407651165,0.3930131004366812,0.18323888888888892,0.1979921537134711,49.03476111111111,62.19246709399279,8.509428311554435,1.3662795541263308,0.17903930131004367,0.27449999999999997,0.1475315799182356,30.53320731707317,32.277743175912875,7.353000399840066,2.382658246830065,0.31222707423580787,0.02516783216783217,0.01630306763102032,139.86388811188812,110.67767875086552,84.00244595721033,0.8830831264475066,0.11572052401746724,0.018094339622641512,0.010246516482961411,77.69730188679246,74.59673239380794,40.14172471324296,0.9497492453954496,7.442891642803566,7,2,21,DVE
wrk\Subject_21_GVEH_0_rmexp.csv,3.166297265319046,0.37109375,0.1948526315789474,0.16716713781948594,47.53037368421053,74.5798469038551,8.83352403976014,1.1665305714333327,0.13671875,0.23080000000000003,0.09851056506066458,54.01375714285714,57.60333792819295,10.140867912849714,2.683020314296665,0.314453125,0.02650931677018633,0.01766356323035713,135.10170807453417,105.3379425315995,75.83224835988757,1.5164897428633324,0.177734375,0.015714285714285712,0.009340077551370765,81.65854945054944,58.90342602664233,41.58481958041959,0.846854682378928,5.42097453575894,4,1,21,GVEH
wrk\Subject_21_GVEH_1_rmexp.csv,3.532626807971739,0.3648881239242685,0.15687264150943397,0.1353733056884644,62.92168396226415,90.48798868472392,11.699475659259704,1.349730053989202,0.13941480206540446,0.23255555555555554,0.10200350998560155,55.03492592592593,61.16435955438606,10.401623294579815,3.0660534559754717,0.31669535283993117,0.024358695652173915,0.012885432895614038,155.68914673913042,102.53686567080445,91.83947233377955,1.732986735986136,0.17900172117039587,0.018038461538461538,0.010445760160248932,92.29201923076923,61.3774298983161,45.72395202558635,0.8848196993248875,5.535364521586931,4,1,21,GVEH
wrk\Subject_21_GVEH_2_rmexp.csv,3.9485521975275732,0.35585585585585583,0.1392700421940928,0.11771908773558264,79.02156540084387,74.35433920440826,15.745741600266612,1.4328079704108494,0.12912912912912913,0.21987209302325575,0.1317103761086765,89.97530232558138,76.74998862496238,17.704893013908723,3.665322715004498,0.3303303303303303,0.023927272727272724,0.011293368199490186,195.73534545454544,117.40093349268304,111.48821637537995,2.049248608843424,0.18468468468468469,0.0186829268292683,0.011287317203173329,118.06313821138212,82.11712823442319,58.96681505657091,0.919524652125,5.503746279541668,4,1,21,GVEH
wrk\Subject_21_GVEH_3_rmexp.csv,3.3993201359728054,0.3493150684931507,0.14117156862745098,0.11870785103580726,61.407362745098034,73.6595637633009,12.662844612660164,1.4830367259881356,0.1523972602739726,0.2667528089887641,0.14094721945425126,86.04797752808989,94.33414087168809,15.000002569394717,3.2326867959741383,0.3321917808219178,0.02431958762886598,0.010623399956420438,177.52408247422684,126.79060186907819,104.87798919033489,1.6163433979870694,0.1660958904109589,0.017072164948453608,0.010171972228842271,99.67115463917527,78.34790724056442,48.45297946859904,0.9307090832222036,5.884998730746791,4,1,21,GVEH
wrk\Subject_21_GVEH_4_rmexp.csv,3.6656280720462533,0.361247947454844,0.14460454545454546,0.11920407626218435,60.094322727272726,66.28245811676263,11.719755885958572,1.5162370661645865,0.14942528735632185,0.22693406593406593,0.10770062313713658,61.13791208791208,60.723150517784056,11.935847319742386,3.2157555359314864,0.3169129720853859,0.023808290155440413,0.010967664847448854,165.25662176165804,94.40810049807624,92.89159847660501,1.7495043071129843,0.17241379310344826,0.018495238095238096,0.010322535503887838,90.3312857142857,71.0917667848045,44.26984191555097,0.8636031914902482,5.492878490040007,4,1,21,GVEH
wrk\Subject_21_GVE_0_rmexp.csv,3.2832238925369155,0.33220910623946037,0.12253299492385784,0.09122830833290858,116.63846700507614,155.30198552103843,25.43641265172543,1.6832772240925302,0.1703204047217538,0.2801188118811881,0.19096924676625177,174.77829702970294,187.60955347149348,27.67897313728262,3.283223892536915,0.33220910623946037,0.026634517766497463,0.016397611141974005,307.8247258883249,198.9799086503038,194.07087631027255,1.633278890703643,0.16526138279932548,0.01788775510204082,0.01062907319578003,159.22698979591837,116.5790582991133,79.56817855105534,0.8276596314188063,6.308162945981994,6,2,21,GVE
wrk\Subject_21_GVE_1_rmexp.csv,3.0824599696752584,0.34774436090225563,0.13300540540540542,0.11338661426776055,85.19986486486486,102.37967048989547,17.661206860115417,1.6162087408567571,0.18233082706766918,0.29501030927835054,0.24953277969265172,115.6653298969072,178.57258093794695,17.466694890970086,2.9158405118549746,0.32894736842105265,0.028560000000000002,0.01683382988423694,279.39360000000005,195.58528937191863,159.57037394957982,1.2496459336521317,0.14097744360902253,0.018706666666666663,0.01105956398577971,134.05669333333336,116.98035597654544,73.3477305773343,0.9304489169514129,6.154300253187765,6,2,21,GVE
wrk\Subject_21_GVE_2_rmexp.csv,3.6492701459708057,0.33588957055214724,0.11777168949771691,0.07712199268427318,113.35926484018265,131.83239805843834,24.26465989454094,1.5996800639872026,0.147239263803681,0.2694479166666667,0.1738887856859274,151.30760416666666,155.39898176746252,25.452303823404336,3.7159234819702727,0.34202453987730064,0.02485201793721973,0.01274026782210839,277.3787130044843,173.26389100097157,162.05818910140744,1.899620075984803,0.17484662576687116,0.01903508771929825,0.010967999565371506,148.51181578947367,106.62595719556086,73.7599797235023,0.9394030530088348,5.742734831430239,6,2,21,GVE
wrk\Subject_21_GVE_3_rmexp.csv,3.3329444898095217,0.36036036036036034,0.13295,0.11352663784328328,83.26473,100.55243755457697,17.79826359533659,1.5498191877614278,0.16756756756756758,0.28384946236559133,0.18316529618221186,79.61031182795699,101.7595546632765,15.54632828244564,2.9163264285833317,0.3153153153153153,0.02828,0.015695182154315472,272.44538857142857,171.32712524797327,160.0420587997575,1.4498308530671422,0.15675675675675674,0.01833333333333333,0.010251623551448475,128.80749425287357,94.79959924558506,66.76297680250785,0.9200810774360256,6.01432495494707,6,2,21,GVE
wrk\Subject_21_GVE_4_rmexp.csv,3.193408011648493,0.36007462686567165,0.13842487046632124,0.12193494317018345,74.6893937823834,78.66287832855481,17.358978963916755,1.7373463275807866,0.1958955223880597,0.26676190476190476,0.15683868107736104,82.85993333333333,101.44755074470905,15.762671831488753,2.614292569121564,0.2947761194029851,0.02612025316455696,0.015363262771100493,264.25666455696205,195.77414683366842,161.07221080688151,1.3236924400615515,0.1492537313432836,0.015075,0.009478627274030772,122.3473625,85.1002991892866,64.01425538971807,0.9315923587271372,5.86822993768104,6,2,21,GVE
wrk\Subject_9_baseline_rmexp.csv,2.7010681410155675,0.350296442687747,0.15066960507757404,0.17143692419492973,75.6367581100141,117.4212914252879,13.793037212818193,1.298150873132658,0.16835474308300397,0.28975201760821717,0.22558215579023447,82.15795597945707,123.48035787846624,14.52701285031347,2.6677333790495785,0.3459733201581028,0.03495251695822921,0.026272503553501355,206.6583921428571,154.97982502965556,,1.0438542604206849,0.13537549407114624,0.020482664233576642,0.01039114896647456,69.6437700729927,72.55262521699535,40.53511871352845,0.7365811149902566,3.6154259879266073,0,0,9,baseline
wrk\Subject_9_DVEH_0_rmexp.csv,2.484492763289535,0.3973333333333333,0.15271812080536915,0.1517874299796407,26.36622147651007,24.51262415965616,6.198592529114479,1.4340025345161076,0.22933333333333333,0.40036046511627893,0.325770461092951,21.716732558139533,11.161954635678288,5.755332229676745,1.734142599879944,0.2773333333333333,0.019086538461538464,0.012739332322290344,77.1410576923077,113.04432462966658,62.13866549118388,0.600280130727673,0.096,0.023083333333333334,0.01034240193464641,51.35191666666667,41.14408697044989,23.396173285198554,0.8941202232276897,5.440160824478732,6,2,9,DVEH
