,f_fixations,%_fixations,μ_t_fixations,σ_t_fixations,μ_vmax_fixations,σ_vmax_fixations,μ_v_fixations,f_pursuits,%_pursuits,μ_t_pursuits,σ_t_pursuits,μ_vmax_pursuits,σ_vmax_pursuits,μ_v_pursuits,f_saccades,%_saccades,μ_t_saccades,σ_t_saccades,μ_vmax_saccades,σ_vmax_saccades,μ_v_saccades,f_pso/glissades,%_pso/glissades,μ_t_pso/glissades,σ_t_pso/glissades,μ_vmax_pso/glissades,σ_vmax_pso/glissades,μ_v_pso/glissades,μ_openness,μ_diameter,bedford,bedford_enc,Subject,Mode
wrk\Subject_9_DVEH_1_rmexp.csv,2.434469419062229,0.42196531791907516,0.21405479452054796,0.27123820044588515,63.60757534246576,118.46684744946235,9.579189139895046,1.467351430667645,0.2543352601156069,0.290625,0.18116230245154608,29.397204545454542,42.125873950243424,6.9113555034213086,1.3839791902888015,0.23988439306358383,0.027289156626506026,0.026433608636616028,155.9584096385542,174.308812010555,126.48086666666667,0.483558994197292,0.08381502890173409,0.020103448275862072,0.009788609945294466,79.85493103448276,66.07899358679367,40.330608919382506,0.8451025796914096,4.601895649833194,6,2,9,DVEH
wrk\Subject_9_DVEH_2_rmexp.csv,2.80130727672914,0.4019138755980861,0.1896904761904762,0.3134561933466817,27.17749404761905,22.00156200055465,5.732786337391741,1.4173280864403388,0.20334928229665072,0.2797294117647059,0.18481166173003988,23.200364705882354,19.019593795901827,6.258023510114816,2.000933769092243,0.28708133971291866,0.02809166666666667,0.034906540894540414,84.87173333333334,122.09617178661073,92.86252981311182,0.7503501634095912,0.1076555023923445,0.022044444444444446,0.009727293915245919,43.11002222222222,29.390018978095938,22.717989919354842,0.8239122910341952,5.01079750675563,6,2,9,DVEH
wrk\Subject_9_DVEH_3_rmexp.csv,2.50075022506752,0.40214477211796246,0.18964666666666669,0.20460909516006912,36.24775333333333,76.73661349246844,6.878026224206417,1.333733453369344,0.21447721179624665,0.3408875,0.27232471397901076,28.350412499999997,40.119633881895574,6.768583183601628,1.833883498382848,0.2949061662198391,0.026863636363636364,0.02611042190833777,121.3448090909091,168.6527699925876,118.2712138747885,0.5501650495148545,0.08847184986595175,0.023939393939393944,0.009844054947759523,40.60848484848485,33.40337901082284,23.061307594936707,0.8980264760673782,4.652667289568045,6,2,9,DVEH
wrk\Subject_9_DVEH_4_rmexp.csv,2.537054346374683,0.4053333333333333,0.2093092105263158,0.20388000319952884,31.096375000000002,43.14332431403443,6.3506269055476965,1.4688209373748164,0.23466666666666666,0.2621818181818182,0.1336314083806091,34.432443181818186,40.23122115428456,7.820206310679612,1.6023501134997997,0.256,0.031427083333333335,0.03488604806833799,123.66636458333333,166.03583962318947,111.58725058004639,0.6509547336092936,0.104,0.02492307692307693,0.009675198574480078,66.60356410256409,81.35208528863899,42.01196913580246,0.8640073086419753,4.341844508425092,6,2,9,DVEH
wrk\Subject_9_DVE_0_rmexp.csv,2.300394593233146,0.3682795698924731,0.19745255474452555,0.2022565029966211,49.71683211678833,80.96292226517235,8.521908136482939,1.4776257241205608,0.23655913978494625,0.287875,0.18324448475515387,64.76322727272726,108.72191295349124,10.689732759641576,1.7798673495088575,0.28494623655913975,0.029726415094339625,0.025988942866138183,173.38720754716982,173.9754420176593,108.8935750555379,0.6884392578288976,0.11021505376344086,0.022463414634146344,0.010053752026168554,89.56582926829269,81.11647691268986,44.88732356134636,0.8507844029608007,4.769271654753961,8,2,9,DVE
wrk\Subject_9_DVE_1_rmexp.csv,3.168937738712744,0.38934426229508196,0.15520526315789476,0.2104070865668795,59.838689473684205,83.244282198355,10.776132320526298,1.2508964758076622,0.15368852459016394,0.31136,0.21322186504515275,60.52790666666669,130.18103497915746,9.601770469338815,2.7519722467768566,0.33811475409836067,0.02833333333333334,0.024660932994548607,159.64886060606062,155.15471837131992,113.90596385026737,0.9673599412912587,0.11885245901639344,0.02170689655172414,0.011728257389872187,73.9568620689655,75.58426485864868,39.46046386020652,0.8774892506048219,4.541824885417536,8,2,9,DVE
wrk\Subject_9_DVE_2_rmexp.csv,2.7510545709188525,0.36026200873362446,0.11990909090909094,0.09284701122337191,48.57724848484848,53.466316125020995,11.352765125094768,1.7006519165680178,0.22270742358078602,0.34114705882352947,0.27229267691789694,43.0465588235294,48.528511020978236,9.3945501048941,2.417593410807476,0.3165938864628821,0.029455172413793102,0.022753545933688675,174.21695862068967,142.2401122022014,120.4306394287052,0.7669606682561649,0.10043668122270741,0.02117391304347826,0.01036151816101937,97.63034782608693,102.34281080424653,57.66366940451746,0.9085498199065966,4.763869822116588,8,2,9,DVE
wrk\Subject_9_DVE_3_rmexp.csv,2.668356625863047,0.37209302325581395,0.150575,0.2466067099147953,102.60704375,120.6545775378698,16.617529055288063,1.3508555418431674,0.1883720930232558,0.3229506172839506,0.21791469059281474,75.68175308641975,84.60514939039545,12.848770786345046,2.3681665054534538,0.3302325581395349,0.027788732394366196,0.022123797328947193,235.46690845070427,187.46146316554683,142.49602939685758,0.78382975884727,0.10930232558139535,0.023361702127659572,0.01187062444702619,127.48085106382979,110.65054481833718,63.13883515482696,0.8294969201701701,4.247415857732733,8,2,9,DVE
wrk\Subject_9_DVE_4_rmexp.csv,2.8849200393549785,0.38963963963963966,0.1508034682080925,0.16481791175177019,77.72000578034682,120.17854764900052,14.065122005442905,1.2006603631997599,0.16216216216216217,0.360875,0.2566486431712949,40.142611111111115,64.7189387590585,8.549819843743986,2.4680240799106175,0.33333333333333337,0.03285135135135135,0.02891421722325038,171.03808783783782,153.88220978309602,101.07011415055531,0.8504677572664966,0.11486486486486487,0.022058823529411766,0.011340387247781377,75.36960784313726,80.53169264968098,40.035128,0.875054226457586,4.251416722495621,8,2,9,DVE
wrk\Subject_9_GVEH_0_rmexp.csv,2.8687225845189053,0.3405940594059406,0.09607558139534883,0.08130927238528685,128.75473837209304,98.73223966839487,34.09376,1.8346481645179045,0.21782178217821782,0.3369636363636364,0.2756018184157165,154.43719999999996,129.8161878520969,30.913015728700152,2.8854012041963406,0.34257425742574255,0.020184971098265895,0.017210038898038467,257.16587861271677,121.28920745873444,174.79630154639173,0.8339309838717748,0.09900990099009901,0.021400000000000002,0.009635351576356725,143.4201,98.18835279853717,84.76661121495326,0.8435185475137661,3.8882121942683128,6,2,9,GVEH
wrk\Subject_9_GVEH_1_rmexp.csv,2.6183249391281147,0.35044642857142855,0.0922547770700637,0.12097043406002164,152.44322929936308,130.07225058277098,43.79295339685171,1.5176278309596078,0.203125,0.4050659340659341,0.5694369071785693,127.28339560439564,110.47872504216545,23.8342108732807,2.668356625863047,0.35714285714285715,0.021387499999999997,0.01657143155403298,270.19139375,150.3354459689687,192.03765751022797,0.6670891564657616,0.08928571428571427,0.022275,0.00971593407758616,132.46585,80.6733161936306,70.352189674523,0.6947260997330442,3.4536741044047723,6,2,9,GVEH
wrk\Subject_9_GVEH_2_rmexp.csv,2.801587566287563,0.3826879271070615,0.10448214285714286,0.08893356088986329,182.22598214285713,149.32852751262558,43.25740357773599,1.2673848514158024,0.17312072892938496,0.33786842105263154,0.2628335145509247,116.62664473684211,86.61901372658254,26.959377677389206,2.5347697028316043,0.3462414578587699,0.017375,0.016781416923113746,292.37619078947364,165.65225813677364,212.61025293449453,0.7170730080378882,0.0979498861047836,0.019511627906976747,0.009396615157581284,179.72732558139535,134.86221314790075,97.09500953516091,0.6821892209147054,2.991952530587548,6,2,9,GVEH
wrk\Subject_9_GVEH_3_rmexp.csv,1.3674187469775043,0.32669322709163345,0.0972439024390244,0.05660831641384502,234.5817317073171,184.9383687315165,75.14584298971657,0.9671986259109177,0.23107569721115537,0.612051724137931,0.6505427024180973,287.5965862068965,195.5722788832492,75.38574185188315,1.284039555088632,0.30677290836653387,0.023285714285714285,0.019983016908103148,362.8634285714285,210.9663591652463,244.4518538761852,0.5669785048443311,0.13545816733067728,0.021,0.00990840403840272,213.50885294117646,102.50372603848355,122.24302801120446,0.6780694057753296,2.7920211959188785,6,2,9,GVEH
wrk\Subject_9_GVE_0_rmexp.csv,3.1186418064774357,0.3912133891213389,0.14042245989304813,0.2269645502917495,110.96781818181816,126.91333824041203,21.786948703301725,1.3341783129315232,0.16736401673640167,0.3383375,0.20466435594345683,55.48152500000001,54.769571289169086,10.713150626223815,2.685033854774691,0.33682008368200833,0.026621118012422364,0.022393972153509526,199.13101242236024,143.00328398387833,143.34589920671954,0.8338614455822021,0.10460251046025104,0.02152,0.010763345204907257,118.35240000000002,78.17190604993586,62.149190520446105,0.6670762021187855,3.4048575269019024,8,2,9,GVE
wrk\Subject_9_GVE_1_rmexp.csv,2.418198192188386,0.37467700258397935,0.08753103448275862,0.06448320339142202,264.7270689655173,268.67334019200024,84.24718657421998,1.0506654214335747,0.16279069767441862,0.2572222222222222,0.17858415333851196,203.05150793650793,249.64752593860368,34.825215118790496,2.468229878923318,0.38242894056847543,0.027986486486486484,0.022031300364783984,319.9625405405405,173.63898740250497,195.44380878802514,0.5169940962609654,0.08010335917312661,0.018000000000000006,0.009688703099070356,112.72574193548387,108.52036855993907,70.73873655913977,0.8714938053537127,2.0403528535872377,8,2,9,GVE
wrk\Subject_9_GVE_2_rmexp.csv,1.9342682296443279,0.3625,0.09281896551724138,0.0838210942854226,303.3497758620689,259.5103312719237,82.35758317079969,0.9838088409397875,0.184375,0.4400169491525424,0.40447255847607744,309.8879830508474,221.04166578245167,73.71744301066984,1.867569325173834,0.35,0.021455357142857148,0.02126612345998457,428.8366696428571,271.8630030693764,231.06080482729917,0.5502659618815761,0.103125,0.02475757575757576,0.010319238587809644,126.03933333333336,98.86388081681609,71.599517747858,0.8357495868130951,2.027696513821613,8,2,9,GVE
wrk\Subject_9_GVE_3_rmexp.csv,2.7681891707105573,0.35394456289978676,0.09910240963855423,0.10377011371400602,147.03936746987955,203.910158858952,38.87717792231475,1.4674737772441508,0.18763326226012794,0.32952272727272724,0.21466596552830244,86.94379545454545,143.1386469279602,16.99597472239465,2.7681891707105573,0.3539445628997868,0.03190963855421687,0.023732399258569542,236.1226265060241,164.30281184265434,164.65180120823106,0.8171160805109476,0.10447761194029852,0.01955102040816327,0.010315554382779112,72.0644081632653,55.306763148792825,50.60223486430062,0.8148959584480601,2.875824425990822,8,2,9,GVE
wrk\Subject_9_GVE_4_rmexp.csv,2.3539027380465876,0.3070362473347548,0.08107638888888889,0.05281704268577509,224.08225694444445,219.81400511406943,74.93505678800857,1.7654270535349406,0.2302771855010661,0.3698981481481482,0.30033746266167355,168.95278703703704,162.0840280904876,39.080569501113914,2.860645688598283,0.373134328358209,0.02623428571428572,0.01958591247164499,369.2425599999999,180.8901528548689,223.4160370289697,0.6865549652635881,0.08955223880597016,0.01961904761904762,0.009959327719117395,122.71790476190476,83.74309979159605,75.05308737864078,0.6412649172597137,3.209506947157464,8,2,9,GVE
