onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.018	0.035	SACC	2026.84840	1138.92179	1993.63864	1213.00865	2.706	311.400	59.974	120.393
0.053	0.035	HPSO	1991.24604	1217.60546	1995.79316	1213.96576	0.194	172.738	67.135	67.986
0.088	0.118	FIXA	1994.34380	1202.88367	1993.37867	1204.46751	0.062	149.811	16.588	25.166
0.205	0.023	SACC	1994.60311	1208.43821	2054.61388	1173.49090	2.315	235.387	143.635	133.340
0.228	0.005	LPSO	2057.46500	1173.25456	2051.32903	1178.80931	0.276	110.318	74.225	74.225
0.233	0.088	FIXA	2050.54768	1182.21071	2046.42179	1209.19120	0.910	47.617	10.170	12.791
0.320	0.018	SACC	2051.47733	1208.72496	1990.88084	1218.14613	2.044	186.825	124.064	126.535
0.338	0.005	LPSO	1988.26058	1220.68940	1994.40281	1223.78160	0.229	91.656	70.163	70.163
0.343	0.128	FIXA	1995.65918	1227.44582	2009.36790	1259.03730	1.148	108.045	13.606	25.479
0.470	0.018	SACC	2005.62210	1254.05630	2053.93581	1316.85827	2.641	243.515	165.706	162.745
0.488	0.008	LPSO	2055.75274	1319.69400	2050.33723	1313.61383	0.271	97.319	44.889	51.302
0.495	0.165	FIXA	2049.96242	1313.55887	2032.02668	1298.80368	0.774	108.421	15.632	21.370
0.660	0.035	SACC	2032.20014	1299.05266	2041.86040	1207.44216	3.071	297.748	83.734	114.336
0.695	0.050	FIXA	2041.91105	1207.19305	2041.07535	1205.74595	0.056	44.494	9.643	15.164
0.745	0.028	SACC	2040.66080	1208.37498	2034.13799	1302.55495	3.147	328.530	149.975	170.846
0.773	0.035	LPSO	2034.25600	1302.36327	2040.54308	1308.07245	0.283	74.249	61.605	48.679
0.808	0.283	FIXA	2040.55586	1307.95392	2042.99971	1313.41577	0.199	45.467	3.673	7.131
1.090	0.023	ISAC	2043.11165	1315.47436	2042.04103	1316.89431	0.059	84.517	35.653	43.134
1.113	0.093	FIXA	2042.14043	1318.33824	1981.55981	1278.71982	2.413	206.635	8.111	34.860
1.383	0.038	FIXA	2128.59367	1668.76013	2108.94487	1584.87351	2.605	111.540	81.497	82.671
1.421	0.018	SACC	2117.79725	1592.88557	1998.41837	1505.80410	4.926	438.264	367.327	306.025
1.438	0.025	HPSO	1992.67194	1507.62354	1946.10624	1452.98571	2.393	352.269	154.105	170.143
1.463	0.048	FIXA	1953.03952	1443.78791	2010.62570	1421.92358	2.053	247.819	44.100	67.128
1.511	0.070	PURS	2010.28976	1420.68122	1962.97040	1439.47925	1.697	204.503	36.291	63.366
