onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.068	FIXA	2057.78838	1175.20719	2058.55932	1178.44477	0.106	4.650	2.151	2.205
0.083	0.025	SACC	2058.68070	1178.55638	2033.64942	1179.68080	0.835	78.350	31.824	37.877
0.108	0.015	HPSO	2033.21433	1179.38952	2036.76456	1178.29124	0.124	23.594	7.862	9.864
0.123	0.155	FIXA	2036.93051	1178.29912	2036.93412	1178.48481	0.006	6.479	2.025	2.478
0.278	0.038	SACC	2036.97617	1178.20659	2041.98547	1234.66604	1.889	189.863	24.858	67.257
0.315	0.275	FIXA	2041.93951	1234.32173	2040.10794	1237.60688	0.125	6.995	2.176	2.550
0.590	0.023	ISAC	2040.33278	1237.03261	2032.76936	1248.10829	0.447	41.702	25.393	22.671
0.613	0.878	FIXA	2033.10617	1248.01539	2036.02876	1266.96968	0.639	8.185	1.814	2.159
1.491	0.705	PURS	2036.02077	1266.82615	2515.99873	1284.01224	16.010	315.419	3.108	27.296
2.391	0.035	SACC	2958.64309	1209.05179	3040.36220	1184.76153	2.842	158.790	105.070	105.318
2.426	0.015	LPSO	3042.17401	1180.97161	3004.93476	1115.70217	2.505	268.274	174.053	177.549
2.441	0.040	FIXA	3007.51532	1115.38728	3045.88252	1108.10817	1.302	158.653	56.185	65.571
2.481	0.023	SACC	3036.84343	1105.23001	2954.69104	1092.58817	2.771	191.887	154.005	138.245
2.503	0.048	FIXA	2952.87257	1090.83972	2866.60310	1074.41808	2.927	160.429	59.692	75.025
2.551	0.013	SACC	2863.84529	1070.87745	2851.98355	1054.39521	0.677	93.883	62.212	68.215
2.563	0.065	FIXA	2849.69158	1052.89526	2819.50504	1008.65384	1.785	89.753	37.873	40.300
2.628	0.008	SACC	2817.82112	1003.58372	2814.48092	992.74155	0.378	97.706	71.207	74.144
2.636	0.128	FIXA	2813.92464	991.92841	2800.56568	980.20954	0.592	141.053	17.219	31.460
2.763	0.020	SACC	2806.75710	980.94827	2845.34796	1015.65480	1.730	227.198	125.583	136.559
2.784	0.200	PURS	2842.58111	1016.12364	2332.98911	1076.97013	17.107	643.466	23.536	110.626
3.146	0.108	SACC	1546.37681	1202.29496	1818.26751	1210.99468	9.068	296.527	98.064	103.496
3.254	0.035	LPSO	1822.27517	1210.69340	1885.53894	1204.82904	2.118	90.598	63.407	64.604
3.289	0.833	PURS	1889.60004	1204.03128	1880.31660	1173.29157	1.070	149.765	6.312	11.580
4.121	0.128	SACC	1878.78274	1173.83711	2251.65208	1165.17702	12.432	395.185	58.563	142.988
