onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.048	FIXA	2024.82846	1109.38780	2023.15220	1118.43455	0.311	13.103	7.769	7.497
0.063	0.163	PURS	2023.04791	1119.27526	2019.45221	1132.02235	0.441	16.240	3.024	4.429
0.225	0.035	SACC	2019.83238	1130.54328	2010.02787	1210.30305	2.679	236.850	68.302	103.277
0.260	0.015	LPSO	2009.81326	1210.80449	2007.42892	1221.17577	0.355	43.184	24.447	24.861
0.275	0.118	FIXA	2007.13135	1222.15818	1998.95878	1240.54948	0.671	23.367	5.700	7.873
0.393	0.115	PURS	1999.11880	1240.70649	2018.05388	1232.04818	0.694	21.881	7.891	8.991
0.508	0.053	SACC	2018.77775	1233.38307	2014.41292	1187.17862	1.547	57.805	38.408	36.073
0.560	0.050	FIXA	2014.40975	1186.07832	2014.85404	1171.83211	0.475	22.126	8.866	10.274
0.610	0.190	PURS	2015.03865	1171.52625	2015.70371	1156.65797	0.496	10.536	2.547	3.683
0.800	0.160	FIXA	2015.62916	1156.66591	2010.21032	1154.67666	0.192	5.604	2.616	2.590
0.960	0.380	PURS	2009.97702	1154.65619	2001.06257	1162.00930	0.385	10.762	3.733	4.095
1.340	0.053	FIXA	2000.98458	1162.10959	1998.88623	1164.01990	0.095	5.047	3.190	3.204
1.393	0.030	ISAC	1998.21532	1164.20144	1988.16403	1159.60267	0.368	30.187	16.682	16.753
1.423	0.180	FIXA	1988.05147	1159.51686	1998.45820	1179.90739	0.763	20.394	3.628	5.591
1.603	0.030	SACC	1998.79601	1180.01363	1994.73861	1099.38854	2.691	296.274	116.206	133.028
1.633	0.245	FIXA	1993.94640	1099.72315	1995.87005	1114.05590	0.482	36.857	6.779	8.412
1.878	0.160	PURS	1995.88220	1113.93005	1997.50200	1125.38631	0.386	17.521	4.269	5.372
2.038	0.150	FIXA	1997.46095	1125.16316	2002.22318	1127.44267	0.176	25.511	3.899	5.535
2.188	0.183	PURS	2002.06946	1127.38909	2019.07011	1156.66919	1.129	48.652	5.328	10.414
2.371	0.028	SACC	2020.07439	1156.67318	2011.69133	1177.16708	0.738	49.497	31.590	28.315
2.398	0.065	FIXA	2011.76394	1177.35474	2009.97462	1184.73430	0.253	11.558	4.214	4.695
2.463	0.145	PURS	2010.37058	1185.43536	2016.77587	1176.88362	0.356	33.643	8.964	11.961
2.608	0.130	FIXA	2016.30266	1177.96170	2027.19634	1186.37100	0.459	32.435	10.857	12.710
2.738	0.018	SACC	2026.49874	1187.04942	2020.79340	1207.58351	0.710	65.186	44.770	42.456
2.756	0.043	FIXA	2020.59773	1206.95113	2022.58088	1208.02994	0.075	22.569	7.113	8.596
2.799	0.200	PURS	2021.99538	1208.63435	2013.98403	1226.20875	0.644	17.380	6.833	6.892
2.999	0.023	ISAC	2014.26585	1225.03951	2021.95736	1205.31550	0.706	50.607	35.268	33.287
3.021	0.313	FIXA	2022.77477	1204.38702	2027.61205	1207.52856	0.192	23.371	3.922	5.043
3.334	0.038	SACC	2028.05023	1208.47385	2017.69164	1155.61162	1.796	124.765	45.532	57.610
3.371	0.005	LPSO	2017.58106	1154.90632	2017.28225	1153.47641	0.049	19.470	14.493	14.493
3.376	0.590	FIXA	2017.15760	1152.85786	2010.55481	1145.12918	0.339	13.846	3.372	4.235
3.966	0.173	PURS	2010.38028	1145.84741	2010.83218	1125.85712	0.667	24.976	4.076	7.021
4.139	0.460	FIXA	2010.75083	1126.31866	2015.43321	1117.56639	0.331	27.043	3.907	5.310
4.599	0.033	ISAC	2015.71493	1116.59376	2016.56946	1095.64938	0.699	40.676	25.117	23.002
4.632	0.083	FIXA	2016.71801	1095.61294	2027.46309	1093.73591	0.364	28.522	4.692	7.557
4.714	0.028	SACC	2027.99177	1094.61587	2018.76903	1114.26676	0.724	54.078	33.335	32.946
4.742	0.005	LPSO	2017.79904	1113.79028	2016.13214	1114.02712	0.056	22.441	18.422	18.422
4.747	1.350	FIXA	2015.05473	1114.04220	2005.33722	1118.81778	0.361	14.609	1.765	2.211
6.097	0.270	PURS	2005.35423	1118.96193	2001.67158	1141.24976	0.753	12.321	3.645	4.144
6.367	0.095	SACC	2001.18237	1140.23814	2050.59765	1760.43322	20.739	562.283	247.598	251.118
6.462	0.030	LPSO	2051.57429	1760.35177	2054.77798	1751.86286	0.302	32.544	14.575	16.635
6.492	0.170	FIXA	2054.79109	1750.70748	2050.12979	1727.72530	0.782	253.572	21.087	42.575
6.662	0.105	SACC	2051.66546	1728.25578	2025.88890	1065.20710	22.118	572.905	243.931	266.816
6.767	0.015	HPSO	2026.57332	1066.73740	2024.75784	1079.72838	0.437	183.778	58.302	71.367
6.782	0.045	FIXA	2024.29195	1078.25621	2022.18557	1086.86043	0.295	30.130	18.888	17.999
6.827	0.318	PURS	2022.52518	1087.41355	2022.85081	1114.78493	0.912	25.667	5.822	7.140
7.145	0.133	FIXA	2022.83898	1114.91473	2023.77056	1113.93501	0.045	12.126	1.267	2.161
7.278	0.023	SACC	2023.33511	1112.90337	2022.41670	1091.23109	0.723	54.934	28.109	33.904
7.300	0.010	LPSO	2022.43420	1090.46864	2023.41639	1086.41317	0.139	20.154	17.810	16.485
7.310	0.563	FIXA	2023.70672	1085.33981	2022.39098	1089.99484	0.161	15.473	2.559	3.233
7.873	0.025	ISAC	2022.25966	1090.16038	2013.82590	1095.97138	0.341	21.113	14.763	14.532
7.898	0.070	FIXA	2013.49097	1096.21247	2006.26605	1103.98127	0.354	11.480	5.257	5.587
7.968	0.293	PURS	2006.30236	1104.09038	2002.90035	1111.63529	0.276	11.047	2.087	2.685
8.260	0.018	ISAC	2002.93463	1111.46706	2003.93994	1102.64070	0.296	26.596	19.318	17.280
8.278	0.405	FIXA	2003.75978	1102.93775	2006.42894	1111.46500	0.298	9.579	2.308	3.073
8.683	0.363	PURS	2006.48031	1111.32545	2003.63687	1088.69658	0.760	18.022	3.802	4.691
9.046	0.653	FIXA	2003.48576	1088.74536	2006.51501	1087.28086	0.112	14.845	2.663	3.280
9.698	0.023	ISAC	2007.16726	1086.97944	2018.68132	1100.34473	0.588	43.938	31.754	27.799
9.721	0.025	ILPS	2018.90140	1101.08953	2021.07782	1107.66346	0.231	14.114	10.679	10.514
9.746	0.558	FIXA	2021.11527	1108.16602	2024.55272	1127.33495	0.649	9.134	1.828	2.469
10.304	0.053	SACC	2024.76835	1126.73022	2020.74448	1315.66367	6.299	482.378	102.479	152.398
10.356	0.035	HPSO	2020.33164	1315.75438	2021.82370	1333.12361	0.581	27.359	18.610	17.346
10.391	0.055	FIXA	2021.68258	1334.10231	2024.84716	1343.32838	0.325	14.642	6.982	7.455
10.446	0.203	PURS	2024.82450	1343.61810	2026.65204	1355.22525	0.392	12.821	2.639	3.344
10.649	0.108	SACC	2026.63760	1354.90789	2017.38513	1066.23294	9.627	450.891	51.529	99.830
10.756	0.298	FIXA	2017.20470	1065.49197	2011.23215	1056.79726	0.352	12.819	3.146	3.974
11.054	0.033	ISAC	2011.13538	1057.74134	2015.61294	1075.33340	0.605	30.785	20.853	19.711
11.086	0.113	FIXA	2015.83180	1075.36933	2018.87788	1081.73447	0.235	7.040	2.384	2.801
11.199	0.233	PURS	2018.82218	1081.92553	2017.08842	1088.97507	0.242	8.742	2.229	2.592
11.432	0.768	FIXA	2017.21687	1088.71312	2024.02077	1100.31705	0.448	16.567	1.933	2.713
12.199	0.023	ISAC	2023.26952	1100.75624	2012.13515	1090.58369	0.503	36.790	22.601	24.235
12.222	0.025	ILPS	2011.78613	1089.69874	2008.15090	1082.86642	0.258	14.139	11.845	11.705
12.247	0.083	FIXA	2007.72005	1082.51641	2002.18776	1079.37756	0.212	11.521	3.846	4.970
12.329	0.038	ISAC	2001.66352	1080.14293	2019.62343	1074.30931	0.629	26.771	19.924	19.379
12.367	0.035	ILPS	2020.45232	1073.93647	2012.32350	1063.40066	0.444	19.434	15.319	14.508
12.402	0.055	FIXA	2011.82926	1062.88793	2005.69556	1065.61073	0.224	11.422	5.386	5.596
12.457	0.030	SACC	2005.38104	1065.78749	2031.92877	1078.41309	0.980	92.547	24.603	39.007
