onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.040	FIXA	2046.53374	1263.40070	2040.42696	1265.87439	0.174	8.859	6.899	6.311
0.055	0.198	PURS	2040.30842	1266.25732	2016.35851	1255.64749	0.748	42.731	12.601	14.040
0.253	0.053	FIXA	2016.04906	1256.29942	2016.48045	1269.82247	0.387	51.256	20.426	22.437
0.405	0.083	FIXA	2021.79284	1298.24933	2006.01778	1327.78219	0.705	150.211	22.367	34.049
0.488	0.615	PURS	2006.40275	1327.31710	2015.43896	1292.52307	1.027	36.152	7.959	10.060
1.103	0.020	ISAC	2013.89660	1293.87820	2003.57625	1300.28189	0.347	79.757	34.006	41.377
1.123	0.035	ILPS	2004.79294	1300.49593	2004.68626	1297.32853	0.091	42.307	17.956	21.827
1.158	0.070	FIXA	2004.89824	1298.70735	2006.05274	1297.47966	0.048	56.556	25.167	26.002
1.228	0.023	ISAC	2005.69385	1299.62132	2006.93614	1295.45681	0.124	52.451	31.897	31.790
1.251	0.035	ILPS	2008.22507	1295.30242	2005.80504	1295.81485	0.071	40.722	16.845	18.319
1.308	0.015	ISAC	1998.35094	1288.64558	2021.83343	1283.26856	0.688	61.790	57.196	51.502
1.323	0.068	FIXA	2021.79323	1282.68016	2007.76312	1285.36883	0.408	93.514	40.354	38.917
1.391	0.008	ISAC	2006.50598	1285.73452	1999.18869	1288.10076	0.220	53.267	34.611	34.278
1.398	0.035	ILPS	1998.14493	1288.31120	2003.27492	1286.06171	0.160	43.932	28.541	24.249
1.433	0.110	FIXA	2001.97155	1284.97582	2014.39445	1282.14189	0.364	45.177	8.990	12.131
1.543	0.010	ISAC	2014.27416	1283.36914	2012.47089	1289.90046	0.194	35.370	21.098	22.913
1.553	0.283	FIXA	2012.26287	1290.11679	2016.85040	1281.86707	0.270	24.550	4.242	5.290
1.836	0.013	ISAC	2016.61992	1282.24434	2016.99809	1276.39469	0.167	28.079	14.121	14.569
1.848	0.140	FIXA	2017.12260	1276.80265	2018.66204	1284.49089	0.224	30.564	7.280	9.400
1.988	0.010	ISAC	2018.68220	1283.70650	2019.47071	1278.69787	0.145	29.284	14.414	16.769
1.998	0.035	ILPS	2019.15937	1278.89928	2018.64026	1278.69843	0.016	20.379	6.195	8.950
2.048	0.008	ISAC	2018.68187	1282.31699	2018.83070	1277.70330	0.132	31.530	21.308	20.306
2.056	0.020	IHPS	2018.43004	1277.30907	2019.98862	1273.78836	0.110	27.343	9.400	11.345
2.076	1.476	FIXA	2020.32117	1273.54616	2011.77659	1257.70103	0.514	17.762	2.154	2.920
3.552	0.250	PURS	2011.99731	1258.03170	2015.13189	1279.87606	0.631	6.604	2.685	2.828
3.802	0.018	ISAC	2014.68749	1280.86209	2022.02312	1272.80982	0.311	27.552	20.782	19.709
3.819	0.005	IHPS	2021.96177	1273.00905	2020.69230	1275.22417	0.073	29.165	15.773	15.773
3.824	0.038	FIXA	2020.75669	1276.18682	2023.25434	1274.83702	0.081	18.026	10.248	9.451
3.862	0.013	ISAC	2022.69360	1276.31693	2020.51225	1284.60142	0.245	38.415	25.031	23.699
3.874	0.020	ILPS	2021.42848	1284.35641	2023.34313	1282.87468	0.069	24.981	15.732	15.206
3.894	0.043	FIXA	2023.23019	1282.94049	2026.89898	1298.56741	0.459	25.496	12.022	13.604
3.937	0.630	PURS	2027.25165	1298.77092	1954.25197	1424.80993	4.162	391.566	5.945	13.905
4.647	0.593	PURS	1922.97743	1466.84986	2020.44206	1466.77261	2.585	231.167	7.852	19.733
5.240	0.048	SACC	2018.17280	1464.64708	2029.85464	1449.75513	0.541	179.582	60.628	72.634
5.287	0.053	FIXA	2029.37544	1449.20594	2028.64167	1446.81063	0.072	27.918	3.459	5.545
5.340	0.248	PURS	2028.06684	1444.36686	2031.63675	1478.34979	0.976	44.709	7.819	10.257
5.587	0.098	FIXA	2031.58601	1479.59931	2034.71430	1479.06406	0.091	18.632	4.747	5.910
5.685	0.175	PURS	2035.19995	1479.15107	2040.25969	1491.50132	0.381	44.863	5.642	10.854
5.860	0.208	FIXA	2040.13120	1491.50598	2008.49937	1507.74435	1.016	104.112	6.020	14.795
