onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.110	FIXA	2082.68899	1328.86856	2083.90076	1334.15698	0.182	6.146	2.837	3.104
0.125	0.065	SACC	2084.17132	1333.65420	1963.85944	1297.92978	4.183	157.139	73.051	70.400
0.190	0.010	LPSO	1963.10384	1298.40689	1961.60597	1300.41039	0.083	14.763	11.400	11.434
0.200	0.165	FIXA	1961.59541	1300.48227	1961.34484	1295.71074	0.159	7.264	3.140	3.372
0.365	0.070	SACC	1961.51625	1296.17824	2269.91228	1307.74132	10.287	380.597	151.568	155.010
0.435	0.015	LPSO	2269.81504	1307.01538	2271.17493	1302.44709	0.159	15.266	12.393	12.328
0.450	0.130	FIXA	2271.60995	1301.60676	2273.74889	1300.00342	0.089	13.256	2.121	2.719
0.580	0.063	SACC	2273.62943	1299.81257	2040.51418	1292.23731	7.775	290.017	146.136	128.867
0.643	0.008	LPSO	2039.67846	1292.21371	2040.33440	1293.25123	0.041	17.151	11.142	11.060
0.650	0.125	FIXA	2039.98783	1293.20441	2032.72371	1298.16529	0.293	7.598	3.180	3.320
0.775	0.058	SACC	2032.25370	1297.96593	2310.95605	1297.61840	9.290	383.279	154.334	168.278
0.833	0.008	LPSO	2311.29907	1297.45730	2310.55634	1296.49437	0.041	13.981	5.050	7.659
0.840	0.158	FIXA	2310.70831	1296.44761	2313.80368	1294.30307	0.126	27.382	1.931	2.976
0.998	0.020	ISAC	2313.68838	1294.78581	2313.71423	1293.60487	0.039	48.754	18.742	21.990
1.018	0.100	FIXA	2313.75776	1293.41470	2313.10995	1299.65268	0.209	32.974	2.035	3.919
1.118	0.068	SACC	2313.10722	1299.92996	2066.19534	1382.39317	8.677	277.079	149.012	133.038
1.186	0.145	FIXA	2066.17903	1382.47301	2058.43736	1388.12623	0.320	7.425	2.377	2.958
1.331	0.035	SACC	2059.10329	1387.48024	2013.90145	1443.91956	2.410	230.045	52.121	87.036
1.366	0.035	LPSO	2013.74068	1444.01313	2017.68251	1449.12899	0.215	18.890	8.762	10.288
1.401	0.140	FIXA	2017.74358	1449.57343	2013.09148	1452.82467	0.189	16.215	1.713	2.879
1.541	0.078	SACC	2011.82268	1452.43367	2451.94850	1576.00471	15.238	455.101	216.889	201.322
1.618	0.035	LPSO	2451.84955	1576.29889	2452.16382	1573.20017	0.104	26.524	11.457	12.070
1.653	0.078	FIXA	2451.81272	1574.98617	2450.15869	1572.70468	0.094	24.257	5.846	7.906
1.731	0.025	SACC	2449.36800	1573.35658	2521.01908	1580.53390	2.400	215.031	86.889	103.148
1.756	0.018	HPSO	2521.26973	1580.62761	2508.45065	1583.35419	0.437	75.698	21.032	26.264
1.773	0.140	FIXA	2508.24602	1583.45745	2512.20000	1589.52806	0.241	81.835	5.159	14.251
1.913	0.008	ISAC	2508.15793	1590.78892	2494.37399	1592.76704	0.464	129.660	56.930	81.006
1.921	0.023	ILPS	2494.07853	1591.57586	2507.69050	1593.95750	0.461	102.526	56.707	57.860
1.943	0.068	FIXA	2507.73757	1594.39698	2514.77511	1586.76477	0.346	101.908	26.372	33.882
2.011	0.110	SACC	2515.78707	1586.39716	1958.09921	1533.63803	18.673	332.282	187.660	174.717
2.121	0.173	FIXA	1957.29165	1532.96963	1946.87239	1531.12251	0.353	19.233	2.615	3.793
2.294	0.025	ISAC	1946.87059	1530.59391	1947.53270	1525.03956	0.186	37.755	17.859	19.410
2.319	0.010	IHPS	1947.56351	1524.68113	1947.13752	1526.57325	0.065	24.675	4.154	8.836
2.329	0.055	FIXA	1947.24295	1526.56742	1946.26413	1529.30366	0.097	7.971	2.455	2.534
2.384	0.025	SACC	1945.76165	1529.70701	2012.86872	1539.80388	2.262	217.814	86.377	104.732
2.409	0.005	HPSO	2012.87356	1539.89338	2010.50538	1540.11763	0.079	31.701	16.448	16.448
2.414	0.565	FIXA	2010.52557	1539.64008	2017.58543	1533.02352	0.323	15.480	2.612	3.295
2.979	0.020	ISAC	2017.52933	1533.70601	2017.87242	1520.02405	0.456	51.980	29.384	29.561
2.999	0.008	IHPS	2017.77224	1520.29230	2017.49728	1523.23220	0.098	29.209	10.171	14.399
3.007	0.120	FIXA	2017.41874	1523.53380	2016.39895	1533.22800	0.325	13.953	3.266	4.802
3.127	0.035	SACC	2016.34502	1533.83140	2012.23590	1478.20288	1.859	85.894	57.587	53.795
3.162	0.173	FIXA	2012.59550	1477.81121	2011.09573	1472.77369	0.175	39.213	3.198	5.567
3.334	0.010	ISAC	2011.53036	1471.78247	2014.42963	1465.26298	0.238	34.496	30.578	27.519
3.344	0.010	ILPS	2013.96430	1464.74483	2012.21432	1466.07077	0.073	26.137	7.388	10.859
3.354	0.115	FIXA	2012.16694	1466.10830	2010.95919	1464.82743	0.059	12.493	1.987	3.515
3.469	0.070	SACC	2012.04873	1463.84220	1705.94388	1561.08006	10.706	319.831	185.736	181.177
3.539	0.025	LPSO	1703.97174	1560.73850	1704.06214	1548.75571	0.399	79.992	29.316	32.991
3.564	0.118	FIXA	1703.40939	1549.12762	1700.14955	1571.55354	0.755	52.279	15.494	18.120
3.682	0.045	SACC	1699.50190	1572.07702	1942.06099	1513.09851	8.321	364.567	219.312	206.042
3.727	0.020	LPSO	1942.73992	1512.59661	1947.66650	1497.95297	0.515	49.392	26.844	27.836
3.747	0.155	FIXA	1947.80964	1498.71213	1953.11262	1508.49176	0.371	56.869	7.496	12.651
3.902	0.028	SACC	1952.20915	1506.71928	2019.85120	1450.10632	2.940	239.388	104.872	125.455
3.930	0.008	HPSO	2019.25308	1450.79381	2014.36525	1459.26352	0.326	94.487	35.877	47.503
3.937	0.303	FIXA	2013.92020	1461.11832	2011.18426	1478.00508	0.570	29.380	3.696	5.049
4.240	0.100	SACC	2010.00770	1477.97434	2382.41901	1550.62962	12.648	264.269	154.441	158.496
4.340	0.008	HPSO	2381.74539	1549.03135	2378.28930	1551.05543	0.134	49.244	23.114	26.741
4.347	0.168	FIXA	2378.49153	1551.25019	2374.14387	1543.81819	0.287	29.762	6.028	7.670
4.515	0.053	SACC	2375.17850	1544.02655	2096.00643	1496.82865	9.438	331.423	212.083	196.680
4.567	0.023	HPSO	2097.35196	1497.63703	2070.26689	1524.24403	1.266	143.788	97.003	96.354
4.590	0.125	FIXA	2070.09921	1525.46682	2080.98701	1516.73285	0.465	47.500	7.742	12.557
4.715	0.030	SACC	2081.26453	1517.52043	2017.46241	1469.13322	2.669	286.186	111.784	132.609
4.745	0.188	FIXA	2017.26352	1469.81838	2015.48569	1464.75870	0.179	31.070	3.319	4.909
4.933	0.073	SACC	2015.54741	1464.23974	1873.42733	1330.46062	6.506	272.527	73.424	109.658
5.005	0.013	HPSO	1872.48620	1329.53893	1870.21247	1322.75360	0.239	42.031	17.555	22.669
5.018	0.075	FIXA	1870.02453	1322.68129	1865.38694	1314.53443	0.312	17.390	3.116	5.963
5.093	0.020	ISAC	1865.64825	1314.95173	1867.77459	1298.25989	0.561	47.379	30.942	28.914
5.113	0.133	FIXA	1867.84899	1297.56541	1866.68813	1295.28263	0.085	11.082	1.874	2.407
5.245	0.048	SACC	1866.14705	1295.36674	2018.46269	1228.15237	5.550	200.474	113.801	120.879
5.293	0.005	HPSO	2019.30859	1227.72148	2021.65958	1226.36168	0.091	36.194	24.422	24.422
5.298	0.178	FIXA	2021.87480	1225.69125	2031.05053	1224.28492	0.309	28.883	2.392	3.612
5.475	0.068	SACC	2030.26786	1224.30640	2257.61462	1205.40484	7.604	258.010	142.738	127.111
5.543	0.013	HPSO	2256.82163	1206.23865	2256.38893	1200.57725	0.189	37.570	15.335	20.537
5.555	0.170	FIXA	2256.92274	1200.38939	2258.28791	1211.64843	0.378	9.596	3.801	3.816
5.725	0.048	SACC	2257.17029	1211.44962	2360.76571	1245.05045	3.630	264.695	31.925	85.213
5.773	0.030	LPSO	2360.69070	1244.84677	2367.94676	1239.48425	0.301	21.123	9.728	11.326
5.803	0.108	FIXA	2368.87440	1239.06546	2372.78086	1236.64101	0.153	15.730	2.625	3.895
5.911	0.015	ISAC	2372.33336	1237.35750	2366.86477	1246.12809	0.345	33.111	26.394	24.846
5.926	0.165	FIXA	2366.64155	1246.27013	2366.27211	1246.98149	0.027	8.065	3.475	3.646
6.091	0.030	ISAC	2366.89558	1246.69692	2350.65198	1254.27075	0.597	62.243	19.530	29.545
6.121	0.293	FIXA	2350.08999	1253.96795	2342.19371	1257.33445	0.286	10.732	2.184	2.689
6.413	0.090	SACC	2342.70310	1256.66016	2061.00791	1265.15848	9.394	224.391	113.018	108.189
6.503	0.135	FIXA	2061.15969	1265.09159	2055.67766	1270.10002	0.248	18.781	3.308	4.283
6.638	0.055	SACC	2054.91238	1269.56073	1968.24401	1234.33028	3.119	129.290	49.351	57.828
6.693	0.035	LPSO	1967.86086	1233.91170	1961.32685	1228.45341	0.284	15.912	8.216	9.207
6.728	0.145	FIXA	1961.40602	1228.06749	1961.11925	1223.93769	0.138	17.661	2.156	3.653
6.874	0.030	ISAC	1960.93930	1224.73604	1939.25371	1233.98198	0.786	43.127	26.484	27.614
6.904	0.095	FIXA	1938.71328	1234.23048	1935.16303	1237.60898	0.163	12.947	3.308	3.759
6.999	0.028	SACC	1935.14767	1238.11507	1857.11000	1265.07857	2.752	212.588	110.036	105.131
7.026	0.218	PURS	1855.79260	1265.23314	1712.25213	1289.39224	4.852	159.563	14.015	32.517
7.244	0.063	SACC	1712.74937	1288.26297	1828.73672	1283.59859	3.869	131.621	68.501	67.546
7.306	0.013	LPSO	1829.05112	1283.83706	1830.39272	1278.88065	0.171	24.013	12.421	15.138
7.319	0.138	FIXA	1830.75577	1279.05701	1838.17675	1293.04023	0.528	32.240	7.937	9.489
7.456	0.023	SACC	1837.33370	1291.93175	1924.54551	1283.46497	2.921	239.675	151.799	140.755
7.479	0.025	LPSO	1924.96630	1283.98186	1933.39938	1277.74075	0.350	32.663	19.597	19.950
7.504	0.090	FIXA	1934.41149	1277.72995	1945.72598	1265.34703	0.559	40.402	3.328	8.859
7.594	0.023	ISAC	1945.98871	1265.45696	1942.23311	1278.64980	0.457	45.139	23.170	24.544
7.616	0.008	ILPS	1942.31035	1278.75060	1942.75128	1278.44155	0.018	8.594	3.480	4.589
7.624	0.048	FIXA	1942.82794	1278.66886	1943.59901	1280.85372	0.077	3.879	2.100	2.232
7.671	0.028	ISAC	1944.00201	1280.94453	1971.06609	1295.84519	1.030	71.127	40.981	38.433
7.699	0.093	FIXA	1971.15010	1296.19183	1974.57731	1296.69577	0.115	7.064	2.097	2.300
