onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.110	FIXA	2000.31108	1464.86093	1986.16840	1469.42538	0.458	242.275	41.738	55.369
0.125	0.035	ISAC	1983.56296	1462.55099	1923.72254	1333.56369	4.740	323.851	180.294	178.699
0.160	0.013	IHPS	1928.05259	1333.21563	1959.92112	1347.96934	1.171	276.387	82.868	125.181
0.173	0.133	PURS	1962.47218	1349.16944	1973.58601	1324.64377	0.898	225.146	82.228	89.654
0.305	0.025	ISAC	1974.65492	1331.91535	2013.52019	1466.37669	4.666	526.356	286.593	280.767
0.330	0.015	ILPS	2009.58287	1463.83743	2001.82072	1506.18251	1.435	177.534	103.684	106.314
0.345	0.153	PURS	2002.85811	1504.47838	1998.04366	1455.72596	1.633	185.969	26.787	40.949
0.498	0.008	ISAC	1996.92623	1463.06608	1996.52677	1487.48890	0.814	242.590	98.902	141.438
0.505	0.180	FIXA	1997.17537	1486.59747	2010.26975	1492.16388	0.474	160.886	31.962	47.336
0.686	0.008	ISAC	2009.65608	1486.59285	2000.29527	1455.24626	1.090	266.465	169.414	170.179
0.693	0.083	FIXA	1998.80415	1449.08934	2016.94982	1506.68492	2.013	153.979	48.819	57.481
0.776	0.013	ISAC	2013.78920	1502.56306	2001.26651	1460.83233	1.452	189.991	132.584	130.230
0.788	0.035	IHPS	2000.30426	1458.35308	2006.01689	1479.92043	0.744	223.884	105.563	110.248
0.823	0.195	PURS	2002.83784	1472.11556	2003.93779	1445.28469	0.895	131.685	38.047	42.407
1.018	0.098	FIXA	2003.69758	1444.87323	2004.03717	1446.56086	0.057	140.925	18.410	29.765
1.116	0.013	ISAC	2004.65107	1451.35294	2004.59974	1501.60761	1.675	199.449	152.384	146.789
1.129	0.005	ILPS	2005.06361	1504.59377	2006.01576	1497.82942	0.228	90.994	65.625	65.625
1.134	0.045	FIXA	2005.98953	1495.94010	2003.16631	1475.50095	0.688	46.518	17.925	19.521
1.179	0.163	PURS	2003.25873	1472.45946	2016.38812	1458.87827	0.630	47.581	9.063	13.100
1.341	0.163	FIXA	2015.71432	1458.18894	2005.83538	1477.80381	0.732	41.788	9.240	13.668
1.504	0.010	ISAC	2005.99650	1474.61185	2006.59623	1459.81986	0.493	97.784	54.053	59.955
1.514	0.125	FIXA	2006.52019	1460.11734	2007.42772	1488.63240	0.951	92.241	12.752	21.403
1.639	0.020	ISAC	2007.85728	1485.95521	2017.05027	1451.54947	1.187	115.952	72.507	69.192
1.659	0.240	FIXA	2017.24445	1451.63568	2008.00501	1475.51221	0.853	59.428	8.858	14.665
1.899	0.018	ISAC	2008.43188	1471.38093	2011.72000	1429.51919	1.400	136.682	100.821	87.852
