onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.125	FIXA	1971.15392	1161.76519	1970.12447	1171.90948	0.509	117.817	25.078	30.733
0.140	0.023	SACC	1970.53017	1172.62561	2040.51008	1111.53641	3.096	320.704	192.495	166.080
0.163	0.008	LPSO	2044.47309	1109.53651	2037.62279	1117.92288	0.361	123.814	59.166	69.232
0.170	0.285	PURS	2037.61542	1119.37424	2009.71772	1182.30886	2.295	105.105	12.863	18.458
0.455	0.023	SACC	2010.24208	1178.40747	1938.92528	1178.43230	2.377	231.531	149.679	137.246
0.478	0.008	LPSO	1935.86896	1179.42661	1943.17099	1186.14009	0.331	112.987	42.838	59.415
0.485	0.175	FIXA	1943.11564	1185.91633	1956.07258	1197.57038	0.581	47.590	15.109	16.489
0.660	0.018	SACC	1950.75527	1199.00700	2012.01602	1169.83158	2.262	206.714	139.714	139.733
0.678	0.293	FIXA	2015.19279	1167.35952	2010.12708	1169.35726	0.182	76.864	9.137	13.934
0.970	0.125	PURS	2010.08868	1168.35829	2009.56421	1157.54852	0.361	71.766	13.128	20.872
1.095	0.030	SACC	2009.42834	1156.62382	2008.50041	1155.46308	0.050	237.585	98.256	108.048
1.125	0.038	FIXA	2008.89000	1154.48179	2007.54660	1159.99518	0.189	174.496	45.120	55.164
1.163	0.168	PURS	2006.94403	1161.75699	1987.75001	1143.44552	0.884	39.688	6.425	12.566
1.330	0.105	FIXA	1987.85481	1143.88722	1989.18133	1150.02195	0.209	12.698	5.093	5.686
1.436	0.010	ISAC	1989.24069	1148.09944	1988.35732	1161.43401	0.445	112.449	34.052	51.163
1.446	0.175	FIXA	1986.99388	1159.41204	1990.28630	1156.62848	0.144	107.978	10.524	15.769
1.621	0.025	ISAC	1990.85796	1153.47140	2002.03198	1190.63500	1.294	118.075	53.513	60.135
1.646	0.055	FIXA	2002.08861	1190.40460	2002.13943	1215.98539	0.853	42.125	11.747	16.220
1.701	0.033	ISAC	2000.40479	1214.39544	1999.90266	1254.84808	1.349	198.189	62.483	87.754
1.733	0.010	IHPS	1999.94312	1257.26306	2000.88848	1228.81490	0.949	211.010	84.212	102.907
1.743	0.283	FIXA	2000.94846	1225.28081	2000.43667	1216.81560	0.283	69.493	9.740	15.675
2.026	0.220	PURS	2000.53309	1216.50420	2002.22054	1224.04310	0.258	62.118	7.182	12.277
2.246	0.030	SACC	2006.11094	1222.38814	2181.14056	1474.88554	10.241	928.245	384.010	423.121
2.276	0.035	HPSO	2186.88512	1474.30392	2210.56143	1508.20972	1.378	268.529	86.454	125.359
