onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.050	FIXA	2030.55007	1376.01469	2028.40588	1395.39875	0.660	36.179	8.116	14.569
0.065	0.123	PURS	2028.42753	1395.84424	2030.80191	1409.73042	0.470	30.234	6.147	7.605
0.188	0.015	SACC	2030.81282	1410.17820	2031.64947	1403.35334	0.229	51.241	27.108	26.065
0.203	0.140	FIXA	2032.28055	1402.74146	2034.99430	1411.02358	0.291	60.226	3.293	5.877
0.343	0.020	SACC	2035.28262	1411.48783	2036.20755	1398.26453	0.442	57.879	27.689	29.928
0.363	0.013	HPSO	2036.38137	1398.58768	2037.08244	1404.43924	0.196	38.991	12.357	16.705
0.375	0.053	FIXA	2037.09692	1404.46690	2036.69970	1411.41411	0.232	17.883	5.760	7.270
0.428	0.023	SACC	2036.96804	1410.28670	2033.40223	1451.99920	1.395	133.715	87.152	77.751
0.450	0.015	HPSO	2033.02888	1453.20426	2032.71050	1472.78482	0.653	68.582	48.692	46.349
0.465	0.495	FIXA	2032.61021	1473.96535	2030.69193	1477.03071	0.121	26.688	3.012	4.965
0.960	0.130	PURS	2031.56048	1477.36872	2036.70948	1471.00657	0.273	37.680	6.806	9.714
1.090	0.610	FIXA	2037.03818	1471.57807	2032.69326	1478.21342	0.264	34.964	9.325	11.033
1.701	0.278	PURS	2032.50925	1477.89200	2019.51498	1458.66480	0.774	23.915	4.679	7.246
1.978	0.035	SACC	2019.14742	1458.85296	2017.15815	1459.36910	0.069	136.672	119.456	93.345
2.013	1.355	FIXA	2016.13272	1461.51252	2024.10557	1455.37362	0.335	59.822	6.048	7.540
3.369	0.140	PURS	2024.16300	1455.44778	2023.54346	1463.41484	0.266	22.757	7.292	8.519
3.509	0.065	FIXA	2023.49421	1463.61938	2024.46216	1463.82168	0.033	12.158	2.552	2.799
3.574	0.265	PURS	2023.45643	1463.11023	2025.91237	1483.68048	0.691	30.273	7.806	9.032
3.839	0.128	FIXA	2025.81633	1484.55323	2023.85857	1488.17156	0.137	29.341	5.268	8.148
3.966	0.235	PURS	2025.71192	1490.43436	2024.50033	1503.78395	0.447	38.985	7.944	9.985
4.202	0.183	FIXA	2026.93481	1504.46856	2026.71415	1512.97698	0.284	37.793	12.091	13.961
4.384	0.240	PURS	2026.62320	1513.42871	2022.53139	1489.85038	0.798	29.428	6.211	8.252
4.624	0.068	FIXA	2022.57989	1490.90864	2020.16269	1488.60414	0.111	25.211	13.536	11.926
4.692	0.523	PURS	2020.69023	1488.82800	2019.09851	1439.66962	1.639	37.330	8.905	10.630
5.214	0.080	FIXA	2018.63280	1439.82920	2018.80235	1435.28492	0.152	20.289	5.929	6.914
5.294	0.140	PURS	2019.64580	1435.19382	2019.08365	1427.87432	0.245	16.656	7.800	7.651
5.434	0.050	FIXA	2019.09484	1427.59871	2013.80972	1427.92853	0.177	14.405	3.739	5.841
5.484	0.110	PURS	2013.94603	1428.20552	2011.13092	1434.40400	0.227	16.621	3.181	4.360
5.595	0.728	FIXA	2011.03870	1434.03667	2009.59506	1429.10835	0.171	25.149	4.233	5.492
6.322	0.270	PURS	2009.71407	1429.20328	2013.50072	1394.26792	1.171	32.504	3.127	4.996
6.592	0.065	FIXA	2013.48512	1393.92523	2013.04816	1395.16283	0.044	5.311	1.494	2.137
6.657	0.478	PURS	2013.07162	1395.37949	2004.30479	1435.07516	1.355	30.855	3.850	6.201
7.135	0.165	FIXA	2004.62758	1435.68194	2006.35286	1444.38484	0.296	34.113	10.862	12.223
7.300	0.363	PURS	2006.07311	1444.55813	2018.27757	1470.37913	0.952	36.612	5.853	9.318
7.663	0.013	SACC	2017.45520	1472.17276	2007.05919	1469.10706	0.361	46.390	38.653	34.835
7.675	0.475	FIXA	2006.07746	1468.33095	2005.44121	1492.84676	0.817	29.719	4.877	7.384
8.150	0.013	ISAC	2004.94596	1492.47386	1999.44160	1486.72052	0.265	36.930	21.093	22.893
8.163	0.020	IHPS	1999.41356	1486.49637	2003.76871	1491.40891	0.219	32.852	11.233	13.387
8.183	0.105	FIXA	2003.81207	1491.31476	2004.93576	1491.69254	0.040	6.417	2.223	2.385
8.288	0.015	ISAC	2004.59808	1491.71219	2007.73468	1490.32629	0.114	13.869	9.324	8.884
8.303	0.008	IHPS	2007.57586	1489.87847	2005.98550	1489.51053	0.054	13.606	8.458	9.465
8.311	0.123	FIXA	2005.70163	1489.64308	2008.99023	1491.58874	0.127	5.987	1.958	2.094
8.433	0.010	ISAC	2008.58357	1491.68460	2010.44891	1491.35302	0.063	12.928	7.793	7.711
8.443	0.210	FIXA	2010.61575	1491.35286	2009.31827	1489.93284	0.064	18.591	1.987	3.216
8.653	0.010	ISAC	2009.30966	1490.25039	2009.80540	1494.10569	0.130	25.219	13.304	14.015
8.663	0.030	ILPS	2009.73860	1494.12353	2011.77640	1494.79038	0.071	15.642	3.240	4.454
8.693	0.068	FIXA	2011.90879	1494.45817	2005.99958	1492.50970	0.207	26.412	5.330	7.549
8.761	0.020	SACC	2007.24893	1492.21791	2006.14192	1488.32235	0.135	48.945	24.327	28.655
8.781	0.080	FIXA	2006.68742	1488.30805	2012.20590	1499.12158	0.405	38.165	15.186	15.804
8.861	0.578	PURS	2012.25527	1498.86920	2014.62253	1561.68303	2.095	28.725	4.781	6.806
9.438	0.480	FIXA	2014.07479	1561.43873	2015.08169	1566.43608	0.170	31.470	7.990	9.402
9.919	0.135	PURS	2016.03763	1565.95464	2017.38702	1555.07543	0.365	24.186	8.959	9.293
10.054	0.430	FIXA	2017.40741	1554.76761	2015.67137	1553.64216	0.069	29.620	8.202	9.423
10.484	0.260	PURS	2015.77078	1553.71937	2014.67351	1537.47678	0.543	29.620	4.865	6.668
10.744	0.190	FIXA	2014.76892	1537.70473	2015.78201	1543.64711	0.201	23.846	4.322	5.888
10.934	0.505	PURS	2016.59237	1543.72606	2006.19745	1477.52710	2.234	38.127	9.038	11.118
11.439	0.403	FIXA	2008.28173	1479.03042	1994.76008	1467.89400	0.584	35.239	10.002	11.512
11.842	0.163	PURS	1995.65489	1468.20762	1990.86710	1465.13072	0.190	31.623	10.999	12.012
12.004	0.500	FIXA	1991.05409	1465.12011	1997.57877	1456.87508	0.350	36.538	7.025	9.442
12.505	0.323	PURS	1997.16831	1456.93727	1994.17626	1437.94117	0.641	41.205	8.121	10.062
12.827	1.396	FIXA	1993.78202	1438.31715	1998.12608	1462.51061	0.819	33.547	2.674	4.017
14.223	0.223	PURS	1998.08872	1462.41101	1996.53013	1446.05393	0.548	29.782	5.822	7.403
14.445	0.063	FIXA	1994.59871	1445.11727	1997.55197	1447.35258	0.123	28.610	10.621	11.156
14.508	0.140	PURS	1997.38608	1447.35350	1987.35958	1447.23786	0.334	35.905	10.536	11.717
14.648	2.128	FIXA	1987.45737	1447.45972	2003.12079	1434.06237	0.687	37.164	2.312	3.710
16.776	0.250	PURS	2002.46030	1433.64935	1992.86494	1450.91016	0.658	30.632	4.446	7.754
17.026	0.048	FIXA	1991.84289	1450.28276	1990.11055	1457.16134	0.236	34.121	15.984	15.301
17.074	0.008	SACC	1991.05217	1459.83802	1996.30227	1466.44746	0.281	60.307	52.260	50.129
17.281	0.075	FIXA	1962.90845	1533.84241	2012.56978	1505.48020	1.946	101.086	25.483	39.728
17.356	0.038	SACC	2012.99248	1502.23285	2009.14637	1434.08829	2.275	86.225	68.239	63.679
17.394	0.045	FIXA	2009.64040	1433.90194	1997.44589	1428.77389	0.441	33.572	21.060	20.110
17.439	0.403	PURS	1996.79250	1430.90037	1986.72002	1437.68610	0.405	36.355	7.133	8.490
17.841	0.398	FIXA	1986.18678	1436.68648	1988.80340	1423.46223	0.449	24.298	4.914	6.214
18.239	0.290	PURS	1988.80912	1423.53459	1996.80568	1400.68752	0.807	22.527	5.116	6.393
18.529	0.350	FIXA	1996.80479	1400.81437	1993.67524	1383.12711	0.599	17.627	3.436	4.811
18.879	0.143	PURS	1993.42652	1383.46820	1992.29308	1376.10220	0.248	9.558	3.089	3.174
19.022	0.328	FIXA	1992.35883	1375.85745	1991.69325	1376.48445	0.030	9.722	2.991	3.323
19.350	0.015	SACC	1991.69919	1376.44591	1985.01486	1367.31008	0.377	80.885	25.727	34.171
19.365	0.053	FIXA	1984.91506	1367.56991	1990.75935	1374.27371	0.296	78.865	5.456	13.714
19.417	1.000	PURS	1990.59207	1374.32186	1993.31759	1412.78223	1.285	41.507	7.184	8.459
20.417	0.128	SACC	1992.84024	1411.24798	2030.24231	1373.32291	1.776	524.961	174.585	207.887
20.545	0.035	HPSO	2028.34961	1371.66264	2010.73299	1419.61426	1.703	272.336	135.560	144.015
20.580	0.053	FIXA	2004.34245	1415.43157	1988.75555	1375.49391	1.429	309.220	55.001	81.417
20.632	0.028	SACC	1988.73970	1374.26553	1994.02185	1431.00674	1.900	204.120	93.138	102.015
20.660	0.015	LPSO	1993.34112	1429.53303	1987.11048	1413.01708	0.588	58.631	47.620	42.856
