onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.038	FIXA	1996.08420	988.31443	1996.63668	985.83055	0.091	6.824	2.938	3.735
0.053	0.020	ISAC	1996.77562	985.23676	1997.54551	975.93733	0.311	26.939	18.456	16.602
0.073	0.085	FIXA	1997.74908	975.64734	1997.37958	978.74586	0.104	10.471	2.116	2.457
0.158	0.020	ISAC	1997.22288	979.53195	1996.18976	989.57699	0.337	24.299	17.251	18.183
0.178	0.278	FIXA	1996.20222	990.19963	1999.12500	1001.42193	0.387	12.430	2.238	3.193
0.455	0.030	ISAC	1999.58255	1001.25897	2006.75264	983.23061	0.647	34.025	22.946	22.223
0.485	0.590	FIXA	2006.99247	982.81442	2019.33831	1011.46528	1.040	214.171	2.390	8.542
1.290	0.055	SACC	1867.19490	1176.02360	1957.53148	1056.49329	5.049	443.721	140.637	196.211
1.346	0.035	HPSO	1958.84224	1057.79696	1972.10147	1049.44113	0.522	102.186	24.593	31.242
1.391	0.043	SACC	1973.41887	1028.23024	2018.89946	1053.40857	1.733	447.965	304.288	241.424
1.433	0.210	PURS	2020.02958	1053.82823	2007.14218	968.23345	2.885	275.704	8.205	25.446
1.643	0.028	SACC	2007.67738	967.25519	2020.44771	905.81736	2.092	195.462	57.533	97.313
1.671	0.035	HPSO	2020.46592	905.96524	2011.25932	963.68945	1.948	152.509	42.843	64.699
1.706	0.150	FIXA	2011.08016	964.27369	2006.16981	968.92933	0.226	16.838	4.005	5.052
1.856	0.018	ISAC	2005.13144	970.33648	2013.56141	949.25151	0.757	77.882	52.055	46.661
1.873	0.013	IHPS	2013.06830	950.91034	2009.23695	963.96589	0.454	68.690	34.697	41.038
1.886	0.065	FIXA	2009.27320	965.41266	2008.91782	967.21603	0.061	30.176	9.588	13.408
1.951	0.028	SACC	2008.72517	969.37146	2003.82939	983.92682	0.512	177.741	82.159	85.069
1.978	0.005	LPSO	2003.33245	986.01465	2004.48253	981.91481	0.142	56.753	42.679	42.679
1.983	0.048	FIXA	2004.73620	981.32087	2007.52384	963.32559	0.607	55.497	9.745	16.460
