onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.070	FIXA	1986.40582	1362.44672	1993.03234	1368.27438	0.352	170.508	52.314	56.630
0.085	0.028	SACC	1996.34781	1341.26130	1990.92227	1380.10124	1.120	396.294	290.938	275.841
0.113	0.153	PURS	1987.45958	1375.21181	1905.68874	1279.72617	3.592	376.857	85.105	106.001
0.265	0.023	SACC	1891.23224	1290.62421	1963.00939	1280.26494	2.072	435.187	228.219	250.328
0.288	0.053	FIXA	1961.66038	1274.71055	1940.40462	1280.58250	0.630	427.576	143.368	162.783
0.340	0.018	SACC	1930.93761	1291.98730	1969.02574	1461.44764	4.963	457.966	331.541	321.804
0.358	0.093	FIXA	1968.11833	1465.20321	1922.57466	1411.79191	2.006	231.947	118.681	109.802
0.450	0.013	SACC	1929.08540	1397.75260	1959.93933	1323.97066	2.285	255.105	227.727	220.300
0.463	0.083	FIXA	1961.73851	1323.60815	1932.66735	1418.00431	2.822	276.266	113.957	119.456
0.545	0.028	SACC	1939.24011	1405.37891	1915.35983	1431.69133	1.015	386.515	210.405	219.516
0.573	0.043	FIXA	1917.64697	1429.95805	1963.38866	1392.25837	1.694	253.111	42.032	89.960
0.616	0.988	PURS	1961.86000	1400.58828	1803.43194	1413.90347	4.542	626.231	50.037	71.286
1.604	0.030	SACC	1770.92128	1417.44308	1552.28314	1508.93282	6.772	510.891	295.781	312.130
1.634	0.073	FIXA	1546.95562	1519.25114	1511.79678	1522.22264	1.008	322.089	124.572	141.741
1.706	0.035	SACC	1514.32906	1561.49868	1584.28760	1599.71472	2.278	781.467	362.574	373.455
1.741	0.103	PURS	1582.05445	1602.37626	1508.05257	1593.88245	2.128	522.810	190.520	210.107
1.844	0.038	SACC	1509.37549	1606.62593	1507.37552	1561.89123	1.279	593.771	278.461	316.625
1.882	0.070	FIXA	1506.14721	1569.28695	1494.26484	1603.64624	1.039	372.805	200.949	201.025
1.952	0.045	SACC	1511.64067	1590.37402	1910.13716	1389.05708	12.756	560.333	429.488	405.758
1.997	0.238	PURS	1907.43804	1384.00461	1941.10082	1311.47085	2.285	308.718	70.621	85.296
2.234	0.015	SACC	1942.22610	1325.15800	1957.27110	1407.20700	2.383	215.545	198.297	184.934
2.249	0.208	FIXA	1955.86715	1400.85554	1942.36117	1328.24369	2.110	190.588	33.092	47.379
2.457	0.553	PURS	1942.87851	1328.29134	1944.83566	1337.81237	0.278	232.751	36.692	46.589
3.010	0.023	SACC	1959.36749	1333.99974	2108.79498	1250.10748	4.896	335.799	297.643	250.629
3.033	0.035	LPSO	2115.11124	1257.97045	2222.73635	1191.03985	3.621	222.926	150.186	146.786
3.068	0.160	PURS	2221.78478	1189.73704	2224.72297	1173.73784	0.465	66.935	11.216	16.405
3.393	0.085	FIXA	1928.88547	1407.42329	1953.23694	1333.48240	1.955	166.867	35.031	47.288
3.478	0.015	ISAC	1952.80778	1331.52431	1943.99813	1305.88353	0.775	76.323	60.731	55.491
3.493	0.018	ILPS	1943.70303	1303.64293	1944.79607	1320.07999	0.471	38.153	33.317	30.717
3.510	0.080	FIXA	1945.43590	1320.45545	1956.47837	1324.91171	0.340	23.364	5.412	7.752
3.591	0.145	PURS	1955.83819	1323.46215	1940.01465	1328.01352	0.470	19.027	6.677	7.084
3.736	0.095	FIXA	1940.16754	1327.32057	1944.31977	1326.88323	0.119	15.605	3.952	5.706
3.831	0.478	PURS	1944.28590	1327.40410	1938.24612	1378.22123	1.462	35.302	6.455	7.620
4.309	0.303	FIXA	1937.43518	1378.09568	1936.39524	1380.14131	0.066	29.575	5.143	6.820
4.611	0.023	ISAC	1936.14383	1379.76236	1928.04043	1352.14160	0.822	86.368	46.929	46.602
4.634	0.023	ILPS	1927.45056	1350.10397	1934.91289	1365.79445	0.496	44.919	26.975	25.008
4.656	0.188	FIXA	1934.94688	1365.84743	1939.63676	1380.97323	0.452	32.116	5.740	7.113
5.019	0.268	PURS	1915.99987	1411.74145	1950.27242	1393.31194	0.645	373.543	19.723	50.326
5.287	0.070	FIXA	1951.64146	1393.14499	1947.01546	1387.04673	0.219	115.555	27.987	36.265
5.357	0.353	PURS	1947.18912	1388.00052	1948.12825	1426.68196	1.106	75.287	10.018	14.389
5.710	0.233	FIXA	1948.08460	1426.24689	1952.54251	1440.56333	0.428	122.029	9.183	19.125
5.943	0.013	ISAC	1953.41248	1443.77257	1946.01480	1421.78361	0.663	126.170	37.968	60.593
5.955	0.048	FIXA	1946.01430	1423.38968	1952.83185	1442.70213	0.585	118.446	9.292	24.952
6.003	0.015	ISAC	1953.28767	1448.20068	1933.26106	1376.00794	2.141	259.300	153.564	154.092
6.018	0.013	IHPS	1932.36876	1378.78511	1952.69499	1438.29394	1.797	274.536	172.270	152.002
6.030	0.123	FIXA	1954.27718	1440.77987	1949.70985	1446.82329	0.216	204.114	12.239	29.724
6.330	0.088	FIXA	1928.30752	1473.46943	1922.50095	1473.24242	0.104	109.151	58.991	55.695
6.418	0.013	SACC	1938.52498	1478.96316	2026.21568	1469.68936	2.519	272.412	251.911	242.765
6.430	0.035	LPSO	2022.05528	1459.35262	1940.60142	1434.93057	2.430	271.351	106.839	121.096
6.466	0.190	FIXA	1946.37796	1456.17303	1927.34965	1439.16190	0.729	339.671	37.704	70.274
6.656	0.613	PURS	1924.20049	1442.11671	2003.90000	1503.92142	2.882	271.129	41.483	65.620
7.269	0.018	SACC	1995.63569	1520.49362	1921.90779	1523.94464	2.109	228.894	194.747	191.415
7.286	0.135	FIXA	1921.88124	1519.27832	1966.73103	1560.14329	1.734	207.251	87.638	99.406
7.421	0.083	PURS	1965.60307	1561.79903	1924.87399	1524.58343	1.576	196.226	71.582	77.736
7.504	0.028	SACC	1914.63522	1543.33990	1966.65930	1522.03410	1.606	253.743	213.663	204.573
7.531	0.213	FIXA	1965.72656	1524.40723	2002.04525	1639.87566	3.458	348.615	92.595	100.075
7.744	0.018	SACC	2001.31706	1613.95468	1940.24468	1550.12051	2.524	341.522	254.465	229.624
7.762	0.143	PURS	1941.93588	1547.72169	1964.67962	1637.49412	2.646	200.642	69.507	81.182
7.904	0.053	FIXA	1968.59492	1644.14127	1979.36379	1577.79656	1.920	149.243	98.636	96.222
7.957	0.343	PURS	1975.12940	1573.97390	2002.57323	1495.75347	2.368	332.491	109.727	121.089
8.300	0.010	SACC	1998.64542	1516.34848	1949.39871	1603.84129	2.869	498.466	331.945	348.340
