onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.245	FIXA	2037.89003	1269.41095	2038.91200	1261.11586	0.287	47.027	4.979	8.706
0.260	0.033	ISAC	2038.73173	1259.65307	2038.58235	1303.44230	1.460	85.429	47.973	49.578
0.293	0.043	FIXA	2038.95772	1303.87021	2039.10875	1308.87110	0.167	16.429	6.175	7.641
0.335	0.433	PURS	2039.32491	1309.77161	2043.82452	1341.58867	1.071	35.960	8.439	9.377
0.768	0.448	FIXA	2044.10270	1341.41392	2041.93164	1345.37582	0.151	24.830	5.589	7.017
1.215	0.173	PURS	2042.62508	1346.40817	2052.48214	1358.52189	0.521	17.977	7.391	8.116
1.388	0.083	SACC	2052.01276	1357.70718	2021.54096	1806.50819	14.994	469.949	206.648	218.833
1.471	0.035	HPSO	2020.82562	1806.55737	2006.21358	1906.00555	3.351	498.017	180.717	198.163
1.506	0.090	FIXA	2004.90799	1902.17680	2030.84720	1820.79027	2.847	339.752	47.751	92.031
1.596	0.048	SACC	2025.18573	1820.42378	2003.07656	1929.88805	3.722	737.780	347.729	356.612
1.643	0.035	HPSO	2005.92497	1928.53343	2023.37256	1837.23333	3.098	861.281	239.538	268.560
1.678	0.065	FIXA	2028.32878	1834.73951	2036.38888	2017.35797	6.093	520.142	88.269	133.914
1.743	0.033	SACC	2035.84870	2021.35497	2025.11931	1964.52276	1.928	472.694	214.280	238.462
1.776	0.035	LPSO	2030.56259	1968.27196	2047.39717	1961.87787	0.600	186.909	106.299	97.473
1.873	0.023	SACC	2062.45784	1831.41117	2085.73260	1533.46217	9.540	781.879	585.820	593.437
1.896	0.018	HPSO	2084.73452	1526.96154	2014.68160	1454.89687	3.350	333.482	190.462	208.878
1.913	0.108	FIXA	2009.81981	1458.30734	1983.81585	1288.28910	5.733	516.642	29.052	91.099
2.021	0.033	ISAC	1984.63639	1290.07246	1990.96384	1271.27843	0.661	66.794	28.769	34.737
2.053	0.200	FIXA	1991.44466	1271.02721	1999.49533	1283.18003	0.486	22.871	6.482	7.020
2.253	0.023	ISAC	1997.64384	1282.46742	2016.76732	1284.26115	0.640	64.450	37.522	38.330
2.276	0.105	FIXA	2018.17540	1284.10775	2034.21986	1283.57574	0.535	20.590	7.057	7.591
2.381	0.345	PURS	2034.22857	1282.94411	2034.33558	1299.13351	0.540	19.012	5.734	6.746
2.726	0.365	FIXA	2034.36581	1299.40551	2034.10706	1298.73090	0.024	24.964	4.055	5.726
3.091	0.033	ISAC	2032.38282	1297.86989	2027.10494	1251.27846	1.563	78.192	55.741	50.404
3.124	0.025	ILPS	2027.40619	1250.00365	2029.13090	1235.28940	0.494	32.400	23.222	21.677
3.149	0.063	FIXA	2029.26718	1234.98851	2031.02065	1226.76083	0.280	15.974	5.364	6.860
3.211	0.170	PURS	2030.97722	1226.69013	2030.32194	1214.80071	0.397	16.144	2.842	4.069
3.381	0.173	FIXA	2030.38789	1214.40237	2030.86992	1223.78549	0.313	32.220	3.874	6.044
3.554	0.045	SACC	2031.00200	1222.75577	2050.96560	1049.70156	5.807	459.622	72.332	153.403
3.599	0.020	HPSO	2052.57577	1050.01112	2054.39587	992.44677	1.920	160.349	110.140	99.058
3.619	0.058	FIXA	2053.67848	991.72460	2054.16907	959.62403	1.070	52.878	13.567	19.814
3.676	0.090	PURS	2054.30857	958.85165	2055.03039	958.28834	0.031	17.516	2.119	4.790
3.766	0.208	FIXA	2055.10097	958.64911	2053.49490	964.77845	0.211	14.904	3.054	3.612
3.974	0.045	ISAC	2053.48926	966.01882	2053.15974	974.35256	0.278	76.780	44.223	43.068
4.019	0.035	ILPS	2053.17441	976.06087	2050.95413	973.00419	0.126	36.577	24.030	24.397
4.064	0.030	ISAC	2052.11335	972.49487	2048.13886	995.31815	0.772	98.279	33.285	48.231
4.094	0.008	IHPS	2047.94659	996.08677	2048.89570	991.70252	0.150	50.682	10.560	23.507
4.101	0.088	FIXA	2049.14442	991.64411	2051.39638	963.57870	0.939	103.411	5.290	20.665
4.189	0.060	SACC	2051.36941	963.71670	2041.86681	1323.64297	12.002	545.421	179.593	203.441
4.249	0.010	LPSO	2042.48694	1324.54803	2041.90527	1327.55603	0.102	16.610	14.638	14.250
4.259	0.120	FIXA	2041.34661	1328.16720	2036.34844	1336.51215	0.324	12.445	3.264	4.568
4.379	0.133	PURS	2036.35002	1336.41460	2034.38108	1328.39747	0.275	11.935	3.602	3.931
4.512	0.225	FIXA	2034.22030	1328.46981	2034.53329	1336.33731	0.262	9.275	2.863	3.177
4.737	0.213	PURS	2034.24341	1336.59556	2022.24797	1355.11578	0.736	20.725	5.676	6.144
4.949	0.073	FIXA	2021.90515	1355.86527	2029.73594	1342.05475	0.529	30.988	7.559	9.348
