onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.365	FIXA	1994.48617	1347.56898	1998.33802	1348.00451	0.124	12.158	2.736	3.181
0.380	0.033	SACC	1998.18351	1348.92581	1994.23781	1388.34496	1.321	95.966	30.764	41.905
0.413	0.450	FIXA	1994.27861	1388.25887	1990.13902	1383.63375	0.207	16.911	4.090	5.094
0.863	0.198	PURS	1990.07817	1383.93562	1987.52695	1395.40895	0.392	17.894	3.609	4.838
1.060	0.223	FIXA	1987.47771	1395.77515	1983.74748	1394.97985	0.127	10.987	2.000	2.687
1.283	0.008	SACC	1983.55876	1396.00510	1984.01204	1401.04619	0.169	40.700	26.821	27.138
1.290	0.013	HPSO	1984.60171	1401.16687	1987.24318	1399.40512	0.106	27.944	13.067	15.184
1.303	0.258	FIXA	1987.35905	1398.85416	1982.22027	1397.02271	0.182	23.005	2.780	3.461
1.561	0.013	SACC	1982.04837	1396.19711	1982.22971	1402.84104	0.222	41.313	11.240	20.144
1.573	0.010	HPSO	1982.43796	1402.64428	1982.54481	1396.41502	0.208	39.881	21.622	21.736
1.583	0.308	FIXA	1982.43553	1395.69825	1982.87776	1385.91752	0.326	13.938	2.950	3.549
1.891	0.015	ISAC	1982.20336	1385.59143	1975.00391	1390.99115	0.300	33.128	21.139	21.816
1.906	0.015	ILPS	1975.02135	1390.68222	1977.00905	1384.48303	0.217	20.218	16.883	15.410
1.921	0.198	FIXA	1977.42987	1384.36031	1984.47451	1374.16958	0.413	14.544	3.217	3.833
2.118	0.188	PURS	1984.44392	1374.25324	1979.92764	1363.07286	0.402	16.353	2.967	3.959
2.306	0.175	FIXA	1979.99267	1363.08610	1980.40384	1360.58183	0.085	6.148	1.983	2.381
2.481	0.273	PURS	1980.18822	1360.86435	1976.47704	1333.90631	0.907	16.059	4.611	5.162
2.753	0.015	SACC	1976.56873	1332.83765	1978.40166	1320.86954	0.404	43.434	31.307	29.286
2.769	0.008	LPSO	1978.18777	1321.03872	1977.10363	1324.07280	0.107	24.985	17.975	15.532
2.776	0.043	FIXA	1976.85558	1324.17174	1975.96056	1322.14356	0.074	25.548	9.460	11.286
2.819	0.010	ISAC	1976.25636	1321.47571	1976.32030	1317.39205	0.136	29.874	14.078	16.217
2.829	0.023	IHPS	1976.00029	1317.53547	1975.52439	1319.64864	0.072	28.114	10.174	11.810
