onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.015	0.068	FIXA	1985.37932	1208.46164	1989.89953	1221.23207	0.445	12.531	7.323	7.548
0.083	0.300	PURS	1990.21412	1221.51341	1987.62215	1236.53899	0.508	22.824	2.971	4.031
0.383	0.030	ISAC	1987.73888	1235.93671	1985.45466	1290.84374	1.832	151.535	43.251	67.947
0.413	0.318	FIXA	1985.55118	1291.22406	1985.03809	1288.18456	0.103	22.141	3.074	4.186
0.731	0.160	PURS	1985.06723	1287.98710	1984.34936	1280.28681	0.258	8.980	1.986	2.667
0.891	0.255	FIXA	1984.36512	1280.09607	1985.87089	1279.54228	0.053	8.395	2.405	2.745
1.147	0.593	PURS	1985.68313	1279.83789	1964.46649	1306.90354	1.146	24.971	3.754	4.613
1.740	0.018	ISAC	1964.19724	1307.23710	1968.05565	1297.49296	0.349	36.968	19.604	20.758
1.758	0.083	FIXA	1968.36378	1297.40683	1967.42327	1308.68667	0.377	27.845	9.157	10.055
1.840	0.233	PURS	1967.39966	1308.42138	1974.38836	1283.06013	0.877	30.882	7.361	9.014
2.073	0.068	FIXA	1974.36058	1282.75403	1974.77438	1277.64813	0.171	14.081	5.173	5.575
2.141	0.238	PURS	1974.13287	1278.44887	1969.44769	1268.73637	0.359	14.960	3.653	4.662
2.379	0.020	ISAC	1969.34108	1267.47015	1967.85490	1301.75080	1.144	119.762	76.144	71.682
2.399	0.035	IHPS	1968.33962	1302.03487	1971.19100	1271.47442	1.023	64.272	30.216	32.104
2.434	0.050	FIXA	1971.30896	1271.46094	1968.75677	1273.01186	0.100	22.274	6.699	7.875
2.484	0.020	ISAC	1968.63314	1271.35364	1971.89442	1289.08101	0.601	74.344	43.994	42.324
2.504	0.093	FIXA	1971.78817	1289.56252	1974.01818	1272.54267	0.572	44.355	13.437	15.809
2.597	0.028	ISAC	1974.03107	1273.80607	1968.14263	1229.34496	1.495	158.134	43.332	73.023
2.624	0.035	IHPS	1968.29971	1231.32954	1969.43805	1259.29270	0.933	131.016	55.850	65.514
2.659	0.063	FIXA	1969.65630	1257.61952	1967.41382	1256.54576	0.083	33.419	9.702	12.617
2.722	0.023	ISAC	1967.51551	1257.05749	1970.50230	1250.37731	0.244	91.749	38.742	42.590
2.744	0.113	FIXA	1970.36669	1249.66019	1971.21363	1251.32051	0.062	70.279	23.364	25.271
2.857	0.075	ISAC	1971.13604	1253.23814	1951.96614	1303.28357	1.786	176.333	88.455	89.594
2.932	0.028	ILPS	1953.22966	1303.89047	1953.89500	1291.39610	0.417	46.753	24.083	24.631
2.960	0.165	FIXA	1954.51815	1291.49424	1963.43611	1309.25326	0.662	47.748	12.101	15.514
3.125	0.220	PURS	1963.65208	1308.77882	1994.02268	1438.17390	4.430	178.013	19.708	37.074
3.345	0.030	SACC	1983.45638	1424.29385	1977.40638	1320.39509	3.469	259.366	187.692	171.621
3.375	0.175	PURS	1976.62784	1320.53891	1918.89621	1434.60613	4.261	408.421	69.680	97.698
