onset	duration	label	start_x	start_y	end_x	end_y	amp	peak_vel	med_vel	avg_vel
0.038	0.045	SACC	2033.11912	1247.35946	2113.93859	1442.50526	7.041	705.796	177.088	266.903
0.083	0.065	FIXA	2113.53323	1443.98341	2116.23328	1453.46664	0.329	25.271	7.016	9.196
0.148	0.035	SACC	2117.59710	1454.74172	2025.31559	1361.19788	4.380	465.242	133.988	190.029
0.183	0.090	FIXA	2024.83581	1360.66887	2020.39613	1353.72354	0.275	15.619	3.143	4.373
0.273	0.025	SACC	2020.48624	1353.94984	2078.96536	1387.92136	2.254	225.900	114.581	121.375
0.298	0.153	FIXA	2079.02749	1388.06737	2078.52734	1404.51811	0.549	63.791	9.024	12.655
0.450	0.033	SACC	2078.30759	1404.81238	2023.41218	1331.09337	3.064	309.206	89.864	125.785
0.483	0.258	PURS	2022.91938	1330.01362	2040.92282	1272.10481	2.021	29.760	10.054	11.099
0.740	0.115	FIXA	2040.98869	1271.89091	2036.99525	1272.85576	0.137	19.063	5.274	6.599
0.855	0.300	PURS	2036.96838	1272.95585	1962.41746	1283.90497	2.512	245.533	7.429	19.265
1.155	0.073	SACC	1962.56047	1284.88819	1965.48518	1292.48521	0.271	306.077	93.047	116.839
1.228	0.053	FIXA	1965.53138	1292.98727	1963.64137	1296.29990	0.127	19.939	11.557	10.741
1.280	0.015	ISAC	1963.97551	1298.00796	1961.77590	1283.12829	0.501	58.497	42.030	37.280
1.295	0.015	ILPS	1961.64405	1281.86796	1963.91784	1292.79981	0.372	55.055	22.294	27.625
1.310	0.128	FIXA	1964.03673	1292.60677	1963.72704	1285.28242	0.244	12.322	3.172	4.099
1.438	0.298	PURS	1963.69103	1284.87440	1950.14012	1303.06137	0.756	28.079	5.529	8.015
1.736	0.043	SACC	1949.91548	1302.59461	2012.52391	1328.79509	2.262	235.249	54.077	78.614
1.778	0.245	PURS	2012.82923	1328.94850	2232.95408	1541.45708	10.199	889.968	14.743	107.773
2.133	0.063	PURS	2313.98441	1913.53622	2233.20421	1735.34533	5.113	958.690	405.055	388.838
2.196	0.028	SACC	2241.16970	1737.41669	2308.82573	1608.22012	4.861	515.201	310.594	314.029
2.223	0.035	HPSO	2305.25381	1607.24830	2366.79569	1665.30105	2.820	357.859	84.543	116.603
2.258	0.225	PURS	2351.55168	1675.53488	2309.37280	1574.11265	3.661	376.721	41.609	95.393
2.483	0.010	SACC	2307.40163	1596.02384	2314.12566	1666.36841	2.356	491.163	294.715	308.820
2.493	0.043	FIXA	2315.57162	1668.27909	2311.87170	1661.29665	0.263	132.973	10.552	31.388
2.536	0.048	SACC	2288.80377	1673.69002	2048.58210	1710.01017	8.098	754.288	349.025	383.861
2.583	0.053	FIXA	2051.15669	1712.08571	2052.81886	1685.97609	0.872	313.131	71.824	104.984
2.636	0.013	SACC	2049.47820	1709.83585	2046.21974	1795.88382	2.870	393.848	321.117	294.688
2.648	0.038	FIXA	2049.68592	1791.11352	2010.09786	1758.47712	1.710	306.293	78.593	108.617
2.686	0.013	SACC	2012.71868	1769.15076	2008.12554	1890.36708	4.043	547.028	388.376	352.668
2.698	0.180	PURS	2007.79352	1896.69247	2020.26111	2133.41211	7.902	707.224	42.642	87.461
2.979	0.180	PURS	2007.47485	1427.58191	1973.33790	1243.01726	4.627	664.332	13.854	45.098
3.159	0.025	ISAC	1973.25301	1242.76771	2023.89729	1248.89964	1.700	170.225	88.588	92.998
3.184	0.378	PURS	2024.34628	1248.09671	2036.94187	1222.50822	0.951	32.358	7.624	9.896
3.561	0.115	FIXA	2036.74131	1221.63903	2037.06221	1214.31036	0.245	15.440	6.673	7.087
3.676	0.045	SACC	2036.78490	1213.16732	2253.62277	1509.54324	12.241	887.721	221.042	326.360
3.721	0.033	HPSO	2254.52168	1510.73999	2269.05146	1560.74971	1.736	230.547	74.940	79.477
3.754	0.188	PURS	2270.77230	1560.92448	2304.80031	1472.18349	3.168	121.118	19.528	31.746
3.941	0.015	ISAC	2303.49997	1479.26111	2314.53796	1428.83029	1.721	247.618	112.539	130.976
3.956	0.013	IHPS	2314.94777	1431.91805	2310.01554	1460.41780	0.964	244.973	63.158	109.839
3.969	0.038	FIXA	2309.83595	1460.47193	2308.24926	1460.56349	0.053	5.819	3.760	3.471
4.006	0.115	PURS	2308.08383	1459.57614	2377.68614	1554.57422	3.926	326.804	12.309	46.147
4.121	0.043	SACC	2372.54078	1547.34572	2289.31510	1543.27227	2.778	332.978	134.323	149.326
4.164	0.030	LPSO	2289.35861	1543.19279	2310.14074	1478.71626	2.258	179.714	60.295	76.725
4.194	0.145	FIXA	2309.79338	1478.64421	2306.85007	1458.02578	0.694	288.694	12.831	23.584
4.339	0.010	SACC	2304.73117	1467.56628	2295.11814	1530.65717	2.127	336.272	257.203	245.234
4.349	0.330	PURS	2293.35404	1537.17241	2336.31789	1484.24411	2.272	223.054	27.341	40.464
4.679	0.050	SACC	2338.59995	1485.33856	1982.22576	1294.27547	13.479	821.962	355.635	373.183
4.729	0.030	HPSO	1985.48476	1291.93845	1992.83877	1240.25349	1.740	393.177	162.265	190.977
4.759	0.065	FIXA	1992.48432	1240.24188	1975.14210	1227.46172	0.718	89.444	43.995	41.221
4.824	0.015	SACC	1976.76380	1234.99385	2002.22436	1301.38882	2.370	233.912	188.770	175.322
4.839	0.038	FIXA	2003.53331	1303.08555	2001.36731	1234.66226	2.282	215.996	100.556	96.923
4.877	0.483	PURS	1997.59142	1240.40455	2035.15836	1191.13899	2.065	203.225	17.214	30.482
5.359	0.025	SACC	2035.04739	1190.45883	1970.18414	1204.27592	2.211	242.221	186.526	159.845
5.384	0.605	PURS	1966.07329	1201.92029	2153.33079	1577.07490	13.976	605.291	10.942	45.432
5.990	0.043	SACC	2152.39213	1578.69835	2330.52014	1413.34312	8.102	883.225	247.124	342.571
6.032	0.030	HPSO	2329.79807	1411.36744	2318.08603	1459.16639	1.640	131.017	57.717	66.347
6.062	0.118	PURS	2318.50371	1460.36554	2278.51426	1461.84499	1.334	254.685	25.932	50.802
6.180	0.025	ISAC	2278.73283	1457.28746	2266.27750	1497.43575	1.401	190.516	103.931	104.430
6.205	0.070	FIXA	2265.55294	1500.10981	2258.28499	1504.01959	0.275	77.038	8.978	11.745
6.275	0.035	SACC	2257.30890	1504.23375	2248.23771	1594.33722	3.019	264.780	64.262	107.000
6.310	0.060	FIXA	2249.00516	1594.14043	2253.61530	1596.35500	0.170	12.023	5.590	5.680
6.370	0.280	PURS	2253.97410	1596.33523	2247.15608	1622.16461	0.890	43.765	6.551	9.043
6.650	0.030	SACC	2247.64088	1621.66304	2291.28583	1545.27444	2.933	259.259	84.999	119.766
6.680	0.035	HPSO	2291.41460	1544.98568	2291.06030	1535.55046	0.315	149.241	7.937	25.600
6.715	0.050	FIXA	2293.16842	1520.42538	2290.27146	1516.92323	0.152	229.507	14.057	58.426
